coefficients,accuracy,fluxes
"[0.20656891464857302, -0.25220148481171684, -0.12424319747721531, -0.41698640306249485]",0.6,"{'r_2111': 0.08374770604130216, 'r_1714': -1.0, 'r_1761': 0.0, 'r_1808': 0.0, 'r_1654': -0.5987757436350876}"
"[0.05945968898794503, -0.4092145008822385, -0.33099382113748466, -0.2003319889923318]",0.6,"{'r_2111': 0.08374770604130216, 'r_1714': -1.0, 'r_1761': 0.0, 'r_1808': 0.0, 'r_1654': -0.5987757436350876}"
"[0.1377081526886321, -0.37516980801455746, -0.3034567153960422, -0.18366532390076826]",0.6,"{'r_2111': 0.08374770604156889, 'r_1714': -1.0, 'r_1761': 0.0, 'r_1808': 0.0, 'r_1654': -0.5987757436388392}"
"[0.14489355206294177, -0.3425671306647754, -0.31929061956486043, -0.1932486977074224]",0.6,"{'r_2111': 0.08374770604149158, 'r_1714': -1.0, 'r_1761': 0.0, 'r_1808': 0.0, 'r_1654': -0.5987757436367929}"
"[0.13290130498919345, -0.3142142494510383, -0.3756301526867362, -0.177254292873032]",0.6,"{'r_2111': 0.08374770604149158, 'r_1714': -1.0, 'r_1761': 0.0, 'r_1808': 0.0, 'r_1654': -0.5987757436367929}"
"[0.14861379105660755, -0.3513627711836419, -0.4200396755358226, -0.07998376222392795]",0.6,"{'r_2111': 0.08374770604149158, 'r_1714': -1.0, 'r_1761': 0.0, 'r_1808': 0.0, 'r_1654': -0.5987757436367929}"
"[0.002372554446733819, -0.41171578796592845, -0.4921892134662086, -0.09372244412112914]",0.6,"{'r_2111': 0.08374770604149066, 'r_1714': -1.0, 'r_1761': 0.0, 'r_1808': 0.0, 'r_1654': -0.5987757436377024}"
"[0.0020994712411360086, -0.47942784348735434, -0.4355377809315196, -0.08293490433999]",0.6,"{'r_2111': 0.0837477060414912, 'r_1714': -1.0, 'r_1761': 0.0, 'r_1808': 0.0, 'r_1654': -0.598775743637475}"
"[0.0030924481053267467, -0.706180535929194, -0.16856678687232807, -0.12216022909315108]",0.6,"{'r_2111': 0.0837477060414912, 'r_1714': -1.0, 'r_1761': 0.0, 'r_1808': 0.0, 'r_1654': -0.598775743637475}"
"[0.054562896561193557, -0.27609086249829073, -0.5977264399579688, -0.07161980098254687]",0.6,"{'r_2111': 0.083747706041444, 'r_1714': -1.0, 'r_1761': 0.0, 'r_1808': 0.0, 'r_1654': -0.5987757436363381}"
"[0.02215041016690465, -0.2682457419164923, -0.36820763042281, -0.341396217493793]",0.6,"{'r_2111': 0.08374770604192469, 'r_1714': -1.0, 'r_1761': 0.0, 'r_1808': 0.0, 'r_1654': -0.5987757436345191}"
"[0.26731547904996367, -0.20099154814445302, -0.2758911330652929, -0.2558018397402904]",0.6,"{'r_2111': 0.08374770604149415, 'r_1714': -1.0, 'r_1761': 0.0, 'r_1808': 0.0, 'r_1654': -0.5987757436377024}"
"[0.2733235441443614, -0.18303338572608888, -0.2820919407862465, -0.26155112934330327]",0.6,"{'r_2111': 0.08374770604149415, 'r_1714': -1.0, 'r_1761': 0.0, 'r_1808': 0.0, 'r_1654': -0.5987757436377024}"
"[0.3104222367980593, -0.20787683396862838, -0.3203807835717281, -0.1613201456615842]",0.6,"{'r_2111': 0.08374770604180738, 'r_1714': -1.0, 'r_1761': 0.0, 'r_1808': 0.0, 'r_1654': -0.5987757436309948}"
"[0.1541325286617375, -0.5869554130137256, 0.007166371267572094, -0.2517456870569649]",0.8,"{'r_2111': 0.012049044843255216, 'r_1714': -1.0, 'r_1761': 1.8160135380897333, 'r_1808': 0.0, 'r_1654': -0.08614774215755006}"
"[0.13183159272028766, -0.6024302427118069, 0.007355309596549235, -0.2583828549713562]",0.8,"{'r_2111': 0.01197973189382228, 'r_1714': -1.0, 'r_1761': 1.81746781470394, 'r_1808': 0.0, 'r_1654': -0.08565345711610917}"
"[0.1541325286617375, -0.5869554130137256, 0.007166371267572094, -0.2517456870569649]",0.8,"{'r_2111': 0.01204905073779974, 'r_1714': -1.0, 'r_1761': 1.81601351197178, 'r_1808': 0.0, 'r_1654': -0.08614772646433266}"
"[0.15413253397729978, -0.5869554093252067, 0.007166371222537506, -0.25174568547495596]",0.8,"{'r_2111': 0.012049050737554995, 'r_1714': -1.0, 'r_1761': 1.81601351196828, 'r_1808': 0.0, 'r_1654': -0.08614772646217261}"
"[0.1541325296303302, -0.5869554104180893, 0.007166371312606682, -0.25174568863897384]",0.8,"{'r_2111': 0.012049050737554995, 'r_1714': -1.0, 'r_1761': 1.81601351196828, 'r_1808': 0.0, 'r_1654': -0.08614772646217261}"
"[0.15413252769314478, -0.5869554093252067, 0.0071663775066925185, -0.25174568547495596]",0.8,"{'r_2111': 0.012049050737554995, 'r_1714': -1.0, 'r_1761': 1.81601351196828, 'r_1808': 0.0, 'r_1654': -0.08614772646217261}"
"[0.1541325296303302, -0.5869554167022444, 0.007166371312606682, -0.2517456823548187]",0.8,"{'r_2111': 0.012049050737554995, 'r_1714': -1.0, 'r_1761': 1.81601351196828, 'r_1808': 0.0, 'r_1654': -0.08614772646217261}"
"[0.322675112045567, -0.026895880329036122, 0.0180030848389433, -0.6324259227864536]",0.8,"{'r_2111': 0.011979737015761705, 'r_1714': -1.0, 'r_1761': 1.817467880429925, 'r_1808': 0.0, 'r_1654': -0.08565339789947757}"
"[0.3802395276336442, -0.03169403666360087, 0.021214789178229304, -0.5668516465245256]",0.8,"{'r_2111': 0.011979737015635936, 'r_1714': -1.0, 'r_1761': 1.8174678804298305, 'r_1808': 0.0, 'r_1654': -0.08565339789902282}"
"[0.19345559159327827, -0.5073521047474404, 0.010793511175816768, -0.28839879248346456]",0.8,"{'r_2111': 0.01197973688316142, 'r_1714': -1.0, 'r_1761': 1.8174678824481214, 'r_1808': 0.0, 'r_1654': -0.08565339695235252}"
"[0.22236753419066618, -0.5831758884298532, 0.012406601668417045, -0.18204997571106352]",0.8,"{'r_2111': 0.011979736883197789, 'r_1714': -1.0, 'r_1761': 1.8174678824487225, 'r_1808': 0.0, 'r_1654': -0.08565339695223884}"
"[0.21286801560819668, -0.6009825723412142, 0.01187659289927105, -0.174272819151318]",0.8,"{'r_2111': 0.011979737015635716, 'r_1714': -1.0, 'r_1761': 1.8174678804298336, 'r_1808': 0.0, 'r_1654': -0.08565339789902282}"
"[0.1572957984416182, -0.4440875407975985, 0.008776039732974139, -0.3898406210278092]",0.8,"{'r_2111': 0.01197973471944029, 'r_1714': -1.0, 'r_1761': 1.8174678435387202, 'r_1808': 0.0, 'r_1654': -0.08565343898601441}"
"[0.2582276835671164, -0.5500890560659579, 0.012269314550860637, -0.1794139458160651]",0.8,"{'r_2111': 0.012049048541054885, 'r_1714': -1.0, 'r_1761': 1.8160136408002678, 'r_1808': 0.0, 'r_1654': -0.08614767220115027}"
"[0.367540631466372, -0.3596327467571067, 0.017463161018949392, -0.2553634607575719]",0.8,"{'r_2111': 0.0120490448432232, 'r_1714': -1.0, 'r_1761': 1.816013538086869, 'r_1808': 0.0, 'r_1654': -0.08614774215379839}"
"[0.5028744368015037, -0.1238402117995236, 0.023893350857948976, -0.34939200054102376]",0.8,"{'r_2111': 0.012049050652496448, 'r_1714': -1.0, 'r_1761': 1.816013681296474, 'r_1808': 0.0, 'r_1654': -0.08614762946069732}"
"[0.5315091831818692, -0.13089193842759608, 0.025253889377954364, -0.3123449890125803]",0.8,"{'r_2111': 0.012049044843257351, 'r_1714': -1.0, 'r_1761': 1.8160135380876794, 'r_1808': 0.0, 'r_1654': -0.08614774215379839}"
"[0.5420585160206267, -0.11364198206844625, 0.025755125655616273, -0.3185443762553107]",0.8,"{'r_2111': 0.012049044843292117, 'r_1714': -1.0, 'r_1761': 1.8160135380887765, 'r_1808': 0.0, 'r_1654': -0.08614774215539}"
"[0.35750895271521776, -0.07495136556848371, 0.016986520325856912, -0.5505531613904416]",0.8,"{'r_2111': 0.012049050652356756, 'r_1714': -1.0, 'r_1761': 1.8160136812943408, 'r_1808': 0.0, 'r_1654': -0.08614762945990151}"
"[0.20213898107442835, -0.476968654943788, 0.009604341051016778, -0.31128802293076685]",0.8,"{'r_2111': 0.01204905065246238, 'r_1714': -1.0, 'r_1761': 1.8160136812959078, 'r_1808': 0.0, 'r_1654': -0.08614762946058363}"
"[0.20909999548066008, -0.49339391671535193, 0.00993508357313266, -0.28757100423085535]",0.8,"{'r_2111': 0.012049050652369274, 'r_1714': -1.0, 'r_1761': 1.8160136812956027, 'r_1808': 0.0, 'r_1654': -0.08614762946115206}"
"[0.32173178600380375, -0.22051036107919544, 0.015286620043837662, -0.4424712328731631]",0.8,"{'r_2111': 0.012049044843362212, 'r_1714': -1.0, 'r_1761': 1.816013538089066, 'r_1808': 0.0, 'r_1654': -0.08614774215482157}"
"[0.34247194669402264, -0.2347253703558562, 0.016272058753694467, -0.40653062419642666]",0.8,"{'r_2111': 0.01204904511119966, 'r_1714': -1.0, 'r_1761': 1.8160135339944006, 'r_1808': 0.0, 'r_1654': -0.08614774407089953}"
"[0.26722645022254965, -0.4028660604195696, 0.01269687792106223, -0.3172106114368185]",0.8,"{'r_2111': 0.012049048160659943, 'r_1714': -1.0, 'r_1761': 1.8160135601657836, 'r_1808': 0.0, 'r_1654': -0.08614770803728788}"
"[0.32956567869501935, -0.4968476231106272, 0.015658836114006723, -0.1579278620803468]",0.8,"{'r_2111': 0.012049044843246001, 'r_1714': -1.0, 'r_1761': 1.8160135380868738, 'r_1808': 0.0, 'r_1654': -0.08614774215379839}"
"[0.26550903052804664, -0.5946437738153992, 0.01261527721057054, -0.1272319184459836]",0.8,"{'r_2111': 0.012049044843176041, 'r_1714': -1.0, 'r_1761': 1.8160135380870346, 'r_1808': 0.0, 'r_1654': -0.0861477421545942}"
"[0.1943964589962803, -0.4353774474789013, 0.009236466323251228, -0.3609896272015672]",0.8,"{'r_2111': 0.012049044843128735, 'r_1714': -1.0, 'r_1761': 1.8160135380872002, 'r_1808': 0.0, 'r_1654': -0.08614774215527632}"
"[0.21948856022884403, -0.3624976927796708, 0.010428681187713446, -0.40758506580377174]",0.8,"{'r_2111': 0.012049047603027652, 'r_1714': -1.0, 'r_1761': 1.8160136551231485, 'r_1808': 0.0, 'r_1654': -0.08614766549067099}"
"[0.21926380449168414, -0.3621264960481669, 0.010418002244239099, -0.40819169721590987]",0.8,"{'r_2111': 0.012049047602978952, 'r_1714': -1.0, 'r_1761': 1.8160136551245976, 'r_1808': 0.0, 'r_1654': -0.08614766549419528}"
"[0.2160548497024979, -0.3636148957924985, 0.010460821955157764, -0.4098694325498458]",0.8,"{'r_2111': 0.011979766043907745, 'r_1714': -1.0, 'r_1761': 1.8174671996607557, 'r_1808': 0.0, 'r_1654': -0.08565231973966547}"
"[0.29370346406109, -0.13490250350783956, 0.014220368806285669, -0.5571736636247848]",0.8,"{'r_2111': 0.011979766044074984, 'r_1714': -1.0, 'r_1761': 1.8174671996627778, 'r_1808': 0.0, 'r_1654': -0.08565231974057497}"
"[0.32854653630542896, -0.03227295276340743, 0.01590738104239432, -0.6232731298887693]",0.8,"{'r_2111': 0.011979763351521806, 'r_1714': -1.0, 'r_1761': 1.81746716881597, 'r_1808': 0.0, 'r_1654': -0.08565233882495704}"
"[0.3660845039066716, -0.03596028749793954, 0.017724873203184912, -0.580230335392204]",0.8,"{'r_2111': 0.011979760412561196, 'r_1714': -1.0, 'r_1761': 1.8174671393188122, 'r_1808': 0.0, 'r_1654': -0.0856523753136571}"
"[0.3313016768457462, -0.12755669827738061, 0.0160407778844156, -0.5251008469924576]",0.8,"{'r_2111': 0.011979760412424585, 'r_1714': -1.0, 'r_1761': 1.817467139349523, 'r_1808': 0.0, 'r_1654': -0.08565237527773206}"
"[0.6028125951367377, -0.232092952404412, 0.029186640516216604, -0.13590781194263368]",0.8,"{'r_2111': 0.01197976105460339, 'r_1714': -1.0, 'r_1761': 1.8174671319184263, 'r_1808': 0.0, 'r_1654': -0.08565237990762853}"
"[0.7713264440937687, -0.017427609849302163, 0.037345649089017316, -0.17390029696791182]",0.8,"{'r_2111': 0.011979768340339932, 'r_1714': -1.0, 'r_1761': 1.8174672365541347, 'r_1808': 0.0, 'r_1654': -0.08565227865528868}"
"[0.4143164048640294, -0.009361204602053076, 0.020060138202644396, -0.5562622523312731]",0.8,"{'r_2111': 0.01197976834031215, 'r_1714': -1.0, 'r_1761': 1.8174672365541786, 'r_1808': 0.0, 'r_1654': -0.085652278655175}"
"[0.27129056033326865, -0.3513388542276472, 0.013135193464386736, -0.3642353919746974]",0.8,"{'r_2111': 0.011979763351446078, 'r_1714': -1.0, 'r_1761': 1.8174671688142634, 'r_1808': 0.0, 'r_1654': -0.08565233882256962}"
"[0.284626840307567, -0.3686102009345622, 0.013780901952520054, -0.3329820568053507]",0.8,"{'r_2111': 0.01197976041242428, 'r_1714': -1.0, 'r_1761': 1.8174671393178006, 'r_1808': 0.0, 'r_1654': -0.08565237531399816}"
"[0.2811521391694449, -0.376318155852098, 0.013612665830982721, -0.3289170391474744]",0.8,"{'r_2111': 0.011979768340069722, 'r_1714': -1.0, 'r_1761': 1.8174672365509947, 'r_1808': 0.0, 'r_1654': -0.08565227865278757}"
"[0.226518884953167, -0.3031923189454196, 0.010967463716916277, -0.4593213323844971]",0.8,"{'r_2111': 0.011979760412193913, 'r_1714': -1.0, 'r_1761': 1.8174671393135153, 'r_1808': 0.0, 'r_1654': -0.08565237530945069}"
"[0.26437573590960917, -0.18673869728627523, 0.012800395392292167, -0.5360851714118234]",0.8,"{'r_2111': 0.011979760412424668, 'r_1714': -1.0, 'r_1761': 1.8174671393177972, 'r_1808': 0.0, 'r_1654': -0.08565237531388448}"
"[0.2368835489524091, -0.1673199137875749, 0.011469294177423877, -0.5843272430825921]",0.8,"{'r_2111': 0.011979760412469263, 'r_1714': -1.0, 'r_1761': 1.817467139317685, 'r_1808': 0.0, 'r_1654': -0.08565237531308867}"
"[0.2507442721362923, -0.11859745827403842, 0.012140394861328837, -0.6185178747283405]",0.8,"{'r_2111': 0.011979760412402181, 'r_1714': -1.0, 'r_1761': 1.8174671393178548, 'r_1808': 0.0, 'r_1654': -0.08565237531433922}"
"[0.6414943817178191, -0.30341511900003043, 0.031059513459773706, -0.024030985822376692]",0.8,"{'r_2111': 0.0119797604124695, 'r_1714': -1.0, 'r_1761': 1.8174671393176818, 'r_1808': 0.0, 'r_1654': -0.08565237531308867}"
"[0.6394533005152242, -0.3051425532838821, 0.031236344688774394, -0.024167801512119308]",0.8,"{'r_2111': 0.011979736883235469, 'r_1714': -1.0, 'r_1761': 1.8174678824491515, 'r_1808': 0.0, 'r_1654': -0.08565339695201146}"
"[0.491583958850399, -0.4658237369043699, 0.024013146807986132, -0.01857915743724497]",0.8,"{'r_2111': 0.011979736883164808, 'r_1714': -1.0, 'r_1761': 1.8174678824474442, 'r_1808': 0.0, 'r_1654': -0.08565339695144303}"
"[0.31452432293427085, -0.2980424662334157, 0.015364046375649865, -0.3720691644566636]",0.8,"{'r_2111': 0.011979732777334606, 'r_1714': -1.0, 'r_1761': 1.8174678012508303, 'r_1808': 0.0, 'r_1654': -0.08565346343380043}"
"[0.32330311905968684, -0.27844988903573914, 0.015792877537370395, -0.3824541143672036]",0.8,"{'r_2111': 0.011979733944213797, 'r_1714': -1.0, 'r_1761': 1.8174678529521138, 'r_1808': 0.0, 'r_1654': -0.08565343344241683}"
"[0.3241621717252122, -0.2765326494250085, 0.015834840985122625, -0.3834703378646567]",0.8,"{'r_2111': 0.011979728955315403, 'r_1714': -1.0, 'r_1761': 1.8174677852117573, 'r_1808': 0.0, 'r_1654': -0.08565349360947039}"
"[0.22863524254733034, -0.489730302911459, 0.011168492270593756, -0.27046596227061687]",0.8,"{'r_2111': 0.011979728955304742, 'r_1714': -1.0, 'r_1761': 1.8174677852114494, 'r_1808': 0.0, 'r_1654': -0.08565349360958407}"
"[0.2348876443065706, -0.5031227728271284, 0.011473912817062074, -0.2505156700492389]",0.8,"{'r_2111': 0.011979728955338853, 'r_1714': -1.0, 'r_1761': 1.8174677852118137, 'r_1808': 0.0, 'r_1654': -0.0856534936093567}"
"[0.26948252577966636, -0.4299413637688866, 0.013163821433203755, -0.28741228901824334]",0.8,"{'r_2111': 0.01197972895535731, 'r_1714': -1.0, 'r_1761': 1.8174677852116865, 'r_1808': 0.0, 'r_1654': -0.08565349360890195}"
"[0.2504600521169937, -0.39959227807167835, 0.012234601826890644, -0.33771306798443734]",0.8,"{'r_2111': 0.011979728955206211, 'r_1714': -1.0, 'r_1761': 1.8174677852123413, 'r_1808': 0.0, 'r_1654': -0.08565349360924301}"
"[0.23613152037704377, -0.4072310579066427, 0.012468483798221696, -0.34416893791809183]",0.8,"{'r_2111': 0.01197973189421686, 'r_1714': -1.0, 'r_1761': 1.8174678147073404, 'r_1808': 0.0, 'r_1654': -0.0856534571183829}"
"[0.33191275102613443, -0.16678819507492992, 0.017526032746430747, -0.48377302115250487]",0.8,"{'r_2111': 0.01197972895538694, 'r_1714': -1.0, 'r_1761': 1.8174677852127163, 'r_1808': 0.0, 'r_1654': -0.08565349360981145}"
"[0.26947142910196265, -0.32353675740494414, 0.01422893539361681, -0.39276287809947635]",0.8,"{'r_2111': 0.011979729597904085, 'r_1714': -1.0, 'r_1761': 1.8174677778150448, 'r_1808': 0.0, 'r_1654': -0.08565349820150914}"
"[0.3545962828519819, -0.4257406134821328, 0.018723794267660177, -0.20093930939822507]",0.8,"{'r_2111': 0.011979728955315407, 'r_1714': -1.0, 'r_1761': 1.8174677852117571, 'r_1808': 0.0, 'r_1654': -0.08565349360947039}"
"[0.4003129570632228, -0.48062964042994505, 0.021137777842581723, -0.09791962466425043]",0.8,"{'r_2111': 0.011979728955308532, 'r_1714': -1.0, 'r_1761': 1.8174677852125052, 'r_1808': 0.0, 'r_1654': -0.08565349360958407}"
"[0.30211853624073226, -0.6080281439020565, 0.015952804895530758, -0.07390051496168047]",0.8,"{'r_2111': 0.011979731894217043, 'r_1714': -1.0, 'r_1761': 1.8174678147073449, 'r_1808': 0.0, 'r_1654': -0.0856534571183829}"
"[0.315120270411997, -0.6341947617932636, 0.016639337178913964, -0.03404563061582539]",0.8,"{'r_2111': 0.01197973189437761, 'r_1714': -1.0, 'r_1761': 1.8174678147092862, 'r_1808': 0.0, 'r_1654': -0.08565345711940608}"
"[0.28443692629600725, -0.6626073651628608, 0.017384797274264906, -0.03557091126686708]",0.8,"{'r_2111': 0.011979731894232074, 'r_1714': -1.0, 'r_1761': 1.8174678147077157, 'r_1808': 0.0, 'r_1654': -0.0856534571200882}"
"[0.2580698802078069, -0.6938833575890772, 0.01577324227353504, -0.03227351992958088]",0.8,"{'r_2111': 0.011979728955337873, 'r_1714': -1.0, 'r_1761': 1.8174677852116996, 'r_1808': 0.0, 'r_1654': -0.08565349360912933}"
"[0.15478931388757608, -0.41618854843786496, 0.00946072957966654, -0.4195614080948924]",0.8,"{'r_2111': 0.011979728955315174, 'r_1714': -1.0, 'r_1761': 1.8174677852117602, 'r_1808': 0.0, 'r_1654': -0.08565349360947039}"
"[0.16196904676406698, -0.38910909335676735, 0.009899555164538996, -0.43902230471462667]",0.8,"{'r_2111': 0.01197973701577696, 'r_1714': -1.0, 'r_1761': 1.8174678804314501, 'r_1808': 0.0, 'r_1654': -0.08565339789970494}"
"[0.17228197561465888, -0.4138845333255659, 0.01052988182326852, -0.4033036092365067]",0.8,"{'r_2111': 0.011979728955289223, 'r_1714': -1.0, 'r_1761': 1.8174677852113599, 'r_1808': 0.0, 'r_1654': -0.08565349360912933}"
"[0.16357156005670515, -0.44351798314795066, 0.009997500846503077, -0.3829129559488411]",0.8,"{'r_2111': 0.011979732777140187, 'r_1714': -1.0, 'r_1761': 1.817467801248833, 'r_1808': 0.0, 'r_1654': -0.08565346343164038}"
"[0.16397939450164994, -0.44213050151981226, 0.010022427705470217, -0.3838676762730676]",0.8,"{'r_2111': 0.011979732026963253, 'r_1714': -1.0, 'r_1761': 1.817467812693756, 'r_1808': 0.0, 'r_1654': -0.08565345806925961}"
"[0.16634439465107936, -0.4340846037332188, 0.01016697661719854, -0.3894040249985033]",0.8,"{'r_2111': 0.011979737015801227, 'r_1714': -1.0, 'r_1761': 1.8174678804314384, 'r_1808': 0.0, 'r_1654': -0.08565339789902282}"
"[0.15313147667285798, -0.39960478686432777, 0.009359402497184947, -0.43790433396562933]",0.8,"{'r_2111': 0.011979728955315242, 'r_1714': -1.0, 'r_1761': 1.8174677852117602, 'r_1808': 0.0, 'r_1654': -0.08565349360947039}"
"[0.1533788089288869, -0.3986350508845001, 0.009374519455402864, -0.4386116207312102]",0.8,"{'r_2111': 0.011979736883100339, 'r_1714': -1.0, 'r_1761': 1.8174678824473645, 'r_1808': 0.0, 'r_1654': -0.08565339695144303}"
"[0.21598278113796107, -0.5613442140434529, 0.013200876952621206, -0.20947212786596486]",0.8,"{'r_2111': 0.011979728955315223, 'r_1714': -1.0, 'r_1761': 1.8174677852117598, 'r_1808': 0.0, 'r_1654': -0.08565349360901564}"
"[0.26488397558430493, -0.4620270750981357, 0.016189720078546348, -0.25689922923901304]",0.8,"{'r_2111': 0.011979730613585695, 'r_1714': -1.0, 'r_1761': 1.8174677623410418, 'r_1808': 0.0, 'r_1654': -0.0856535054658707}"
"[0.32117279395817505, -0.56020952670413, 0.019630095099401668, -0.09898758423829325]",0.8,"{'r_2111': 0.011979737015635771, 'r_1714': -1.0, 'r_1761': 1.8174678804298334, 'r_1808': 0.0, 'r_1654': -0.08565339789902282}"
"[0.32176970718751896, -0.5597169175766261, 0.019612833764920932, -0.098900541470934]",0.8,"{'r_2111': 0.01197973277695595, 'r_1714': -1.0, 'r_1761': 1.8174678012485654, 'r_1808': 0.0, 'r_1654': -0.08565346343266356}"
"[0.29523037354732884, -0.513551869444957, 0.01799518136542553, -0.17322257564228857]",0.8,"{'r_2111': 0.011979732909896885, 'r_1714': -1.0, 'r_1761': 1.81746779923342, 'r_1808': 0.0, 'r_1654': -0.08565346438138022}"
"[0.33569076813032106, -0.4840691697134702, 0.016962088974224812, -0.16327797318198392]",0.8,"{'r_2111': 0.011979737015883734, 'r_1714': -1.0, 'r_1761': 1.8174678804321407, 'r_1808': 0.0, 'r_1654': -0.0856533979009555}"
"[0.3795129829739463, -0.416717804005108, 0.019176377771516366, -0.1845928352494293]",0.8,"{'r_2111': 0.011979737015635924, 'r_1714': -1.0, 'r_1761': 1.8174678804298308, 'r_1808': 0.0, 'r_1654': -0.08565339789902282}"
"[0.4110152042863105, -0.4513082846355757, 0.020768150711124287, -0.11690836036698952]",0.8,"{'r_2111': 0.01197973688258478, 'r_1714': -1.0, 'r_1761': 1.8174678824506103, 'r_1808': 0.0, 'r_1654': -0.08565339696588126}"
"[0.4582885063439738, -0.41508522248530166, 0.019101250191975228, -0.10752502097874937]",0.8,"{'r_2111': 0.017197397840133587, 'r_1714': -1.0, 'r_1761': 1.6988906718735068, 'r_1808': 0.0, 'r_1654': -0.12295713225228155}"
"[0.3757160405584549, -0.520472669006874, 0.01565966851121255, -0.08815162192345856]",0.8,"{'r_2111': 0.017197397839947313, 'r_1714': -1.0, 'r_1761': 1.6988906718707082, 'r_1808': 0.0, 'r_1654': -0.12295713225307736}"
"[0.3422182184013857, -0.5484001860291016, 0.01649993484017046, -0.09288166072934223]",0.8,"{'r_2111': 0.01197976847287647, 'r_1714': -1.0, 'r_1761': 1.8174672345366032, 'r_1808': 0.0, 'r_1654': -0.08565227960298216}"
"[0.5371599180497697, -0.29115019008316834, 0.025898982491274095, -0.1457909093757878]",0.8,"{'r_2111': 0.011979768472787231, 'r_1714': -1.0, 'r_1761': 1.817467234535689, 'r_1808': 0.0, 'r_1654': -0.08565227960241373}"
"[0.40779160214658333, -0.22103027141406498, 0.019661533203049645, -0.351516593236302]",0.8,"{'r_2111': 0.011979760412424642, 'r_1714': -1.0, 'r_1761': 1.8174671393177968, 'r_1808': 0.0, 'r_1654': -0.08565237531388448}"
"[0.39525146510873055, -0.2449846321546653, 0.019056914766959566, -0.34070698796964455]",0.8,"{'r_2111': 0.011979760789899879, 'r_1714': -1.0, 'r_1761': 1.81746713595709, 'r_1808': 0.0, 'r_1654': -0.08565237801315106}"
"[0.3709757007346146, -0.22993803592299766, 0.017886467056024306, -0.3811997962863634]",0.8,"{'r_2111': 0.011979763483771489, 'r_1714': -1.0, 'r_1761': 1.8174671667949254, 'r_1808': 0.0, 'r_1654': -0.08565233977049047}"
"[0.2888545578648457, -0.1790377363566529, 0.013927024123146163, -0.5181806816553552]",0.8,"{'r_2111': 0.011979763351188284, 'r_1714': -1.0, 'r_1761': 1.8174671688125248, 'r_1808': 0.0, 'r_1654': -0.0856523388226833}"
"[0.21716609892524033, -0.3827856708299561, 0.010470589492572638, -0.3895776407522309]",0.8,"{'r_2111': 0.011979768340409931, 'r_1714': -1.0, 'r_1761': 1.8174672365548636, 'r_1808': 0.0, 'r_1654': -0.085652278655175}"
"[0.2288192721585029, -0.4033260210755425, 0.011032443270925637, -0.356822263495029]",0.8,"{'r_2111': 0.011979760412469443, 'r_1714': -1.0, 'r_1761': 1.817467139317682, 'r_1808': 0.0, 'r_1654': -0.08565237531308867}"
"[0.2634735963439233, -0.385201876913008, 0.010536681574782087, -0.3407878451682866]",0.8,"{'r_2111': 0.01760135396836623, 'r_1714': -1.0, 'r_1761': 1.6889359440145308, 'r_1808': 0.0, 'r_1654': -0.1258453184445898}"
"[0.4059284220231667, -0.05279301064482874, 0.016233651433628805, -0.5250449158983758]",0.8,"{'r_2111': 0.01760135396836623, 'r_1714': -1.0, 'r_1761': 1.6889359440145308, 'r_1808': 0.0, 'r_1654': -0.1258453184445898}"
"[0.38277470208093306, -0.10682067702391337, 0.015307701442098944, -0.4950969194530546]",0.8,"{'r_2111': 0.01760135368238585, 'r_1714': -1.0, 'r_1761': 1.6889359490690676, 'r_1808': 0.0, 'r_1654': -0.12584531640072782}"
"[0.49026368711445323, -0.1368175553219629, 0.01960633790438915, -0.35331241965919474]",0.8,"{'r_2111': 0.017601353682827697, 'r_1714': -1.0, 'r_1761': 1.6889359490719023, 'r_1808': 0.0, 'r_1654': -0.12584531639595298}"
"[0.42721860025838376, -0.2478178468541744, 0.017085075757916745, -0.3078784771295251]",0.8,"{'r_2111': 0.017601349520608545, 'r_1714': -1.0, 'r_1761': 1.688935901173545, 'r_1808': 0.0, 'r_1654': -0.12584537113184524}"
"[0.4418505191863979, -0.25630542356991726, 0.017670226880123558, -0.2841738303635613]",0.8,"{'r_2111': 0.017601349520553186, 'r_1714': -1.0, 'r_1761': 1.6889359011694849, 'r_1808': 0.0, 'r_1654': -0.12584537113150418}"
"[0.563275656577783, -0.05193038676667724, 0.022526189775916396, -0.36226776687962337]",0.8,"{'r_2111': 0.01760134952083538, 'r_1714': -1.0, 'r_1761': 1.6889359011754257, 'r_1808': 0.0, 'r_1654': -0.12584537112718408}"
"[0.4162927089834582, -0.03837950590125232, 0.01664813392054832, -0.5286796511947411]",0.8,"{'r_2111': 0.017601349520138646, 'r_1714': -1.0, 'r_1761': 1.6889359011532192, 'r_1808': 0.0, 'r_1654': -0.125845371119226}"
"[0.36070391816674996, -0.16678752107415082, 0.014425059593213226, -0.458083501165886]",0.8,"{'r_2111': 0.01760134807245876, 'r_1714': -1.0, 'r_1761': 1.688935940847406, 'r_1808': 0.0, 'r_1654': -0.12584536077804387}"
"[0.4227764653043968, -0.195489527740628, 0.01690742850152422, -0.36482657845345096]",0.8,"{'r_2111': 0.01760134952057477, 'r_1714': -1.0, 'r_1761': 1.6889359011703675, 'r_1808': 0.0, 'r_1654': -0.12584537113150418}"
