coefficients,accuracy,fluxes
"[0.41429672382814375, -0.2723295038225659, -0.12694609632547876, -0.18642767602381158]",0.6,"{'r_2111': 0.08374770604149356, 'r_1714': -1.0, 'r_1761': 0.0, 'r_1808': 0.0, 'r_1654': -0.5987757436375887}"
"[0.36649287803517067, -0.35629214747067683, -0.11229835410659413, -0.16491662038755836]",0.6,"{'r_2111': 0.08374770604149005, 'r_1714': -1.0, 'r_1761': 0.0, 'r_1808': 0.0, 'r_1654': -0.5987757436375887}"
"[0.30969388018701216, -0.3010740569418871, -0.2498741895367923, -0.13935787333430844]",0.6,"{'r_2111': 0.08374770604149005, 'r_1714': -1.0, 'r_1761': 0.0, 'r_1808': 0.0, 'r_1654': -0.5987757436375887}"
"[0.3365050786473181, -0.32713900949130115, -0.271506604364407, -0.06484930749697373]",0.6,"{'r_2111': 0.08374770604149005, 'r_1714': -1.0, 'r_1761': 0.0, 'r_1808': 0.0, 'r_1654': -0.5987757436375887}"
"[-0.28539097066182895, 0.20455754750774444, 0.22857922558847169, 0.28147225624195493]",0.6,"{'r_2111': 0.0, 'r_1714': -1.0, 'r_1761': 1.1193548387167314, 'r_1808': 0.7548387096790916, 'r_1654': 0.0}"
"[0.2110143767135511, 0.22584792171996176, 0.2523697789521072, 0.3107679226143799]",0.6,"{'r_2111': 0.0, 'r_1714': -1.0, 'r_1761': 1.1193548386114958, 'r_1808': 0.7548387096991305, 'r_1654': 1.7394086171407253e-11}"
"[0.19238086647691463, 0.2942090016615737, 0.2300844023215595, 0.28332572953995216]",0.6,"{'r_2111': 0.0, 'r_1714': -1.0, 'r_1761': 1.1193548386114958, 'r_1808': 0.7548387096991305, 'r_1654': 1.7394086171407253e-11}"
"[0.1901079012711844, -0.12218300206711245, -0.31578578987668915, -0.371923306785014]",0.6,"{'r_2111': 0.08374770604149491, 'r_1714': -1.0, 'r_1761': 0.0, 'r_1808': 0.0, 'r_1654': -0.5987757436424772}"
"[0.15841379159605193, -0.26852951381726636, -0.2631391119044613, -0.3099175826822204]",0.6,"{'r_2111': 0.08374770604138598, 'r_1714': -1.0, 'r_1761': 0.0, 'r_1808': 0.0, 'r_1654': -0.5987757436370202}"
"[0.1619733957147773, -0.2520931585661936, -0.2690519245269969, -0.3168815211920322]",0.6,"{'r_2111': 0.08374770604128626, 'r_1714': -1.0, 'r_1761': 0.0, 'r_1808': 0.0, 'r_1654': -0.598775743637816}"
"[0.20862102116167017, -0.32469487927857293, 0.058542094222309125, -0.40814200533744777]",0.6,"{'r_2111': 0.0, 'r_1714': -1.0, 'r_1761': 2.000000000006327, 'r_1808': 0.0, 'r_1654': -0.18571428571635806}"
"[0.26981645047733854, -0.41993860123626253, 0.07571442215467154, -0.23453052613172734]",0.6,"{'r_2111': 0.0, 'r_1714': -1.0, 'r_1761': 2.000000000006327, 'r_1808': 0.0, 'r_1654': -0.18571428571635806}"
"[0.20991418989791427, -0.32670754925959183, -0.2809161266317111, -0.18246213421078272]",0.6,"{'r_2111': 0.08374770604149132, 'r_1714': -1.0, 'r_1761': 0.0, 'r_1808': 0.0, 'r_1654': -0.5987757436377024}"
"[0.3721707840174355, -0.019905545589662194, -0.4445460751025101, -0.16337759529039225]",0.6,"{'r_2111': 0.08374770604149073, 'r_1714': -1.0, 'r_1761': 0.0, 'r_1808': 0.0, 'r_1654': -0.5987757436377024}"
"[0.3902542409495937, -0.01933220324238321, -0.4317417493418888, -0.1586718064661343]",0.6,"{'r_2111': 0.08374770604153366, 'r_1714': -1.0, 'r_1761': 0.0, 'r_1808': 0.0, 'r_1654': -0.5987757436358834}"
"[0.38701238950396977, 0.027478634417249438, -0.42815526015772387, -0.15735371592105693]",0.6,"{'r_2111': 0.08374770604148647, 'r_1714': -1.0, 'r_1761': 0.0, 'r_1808': 0.0, 'r_1654': -0.5987757436375887}"
"[0.3708749482231598, 0.02633284461461921, -0.4103022648602845, -0.1924899423019365]",0.6,"{'r_2111': 0.0837477060413138, 'r_1714': -1.0, 'r_1761': 0.0, 'r_1808': 0.0, 'r_1654': -0.5987757436349739}"
"[0.2653854376553328, -0.3032770603662029, -0.29359827794408355, -0.13773922403438077]",0.6,"{'r_2111': 0.08374770604140518, 'r_1714': -1.0, 'r_1761': 0.0, 'r_1808': 0.0, 'r_1654': -0.5987757436339507}"
"[0.2305983182754234, -0.26352305051036073, -0.2551129773382482, -0.25076565387596766]",0.6,"{'r_2111': 0.08374770604153112, 'r_1714': -1.0, 'r_1761': 0.0, 'r_1808': 0.0, 'r_1654': -0.5987757436366792}"
"[0.16830380575735662, -0.2848591618794197, -0.27576816816743555, -0.2710688641957882]",0.6,"{'r_2111': 0.08374770604149075, 'r_1714': -1.0, 'r_1761': 0.0, 'r_1808': 0.0, 'r_1654': -0.5987757436377024}"
"[0.165942815329981, -0.2808631158522896, -0.28592779833422194, -0.26726627048350743]",0.6,"{'r_2111': 0.08374770604110264, 'r_1714': -1.0, 'r_1761': 0.0, 'r_1808': 0.0, 'r_1654': -0.598775743633496}"
"[0.2079543371442136, -0.35196885727880606, -0.35831575868747384, -0.08176104688950651]",0.6,"{'r_2111': 0.08374770604142748, 'r_1714': -1.0, 'r_1761': 0.0, 'r_1808': 0.0, 'r_1654': -0.5987757436382708}"
"[0.2144436444294491, -0.3317467581715206, -0.36949716079332556, -0.0843124366057047]",0.6,"{'r_2111': 0.08374770604211616, 'r_1714': -1.0, 'r_1761': 0.0, 'r_1808': 0.0, 'r_1654': -0.5987757436409993}"
"[0.5134922463182598, -0.03442096611539023, -0.2748881842479326, -0.17719860331841727]",0.6,"{'r_2111': 0.08374770604140507, 'r_1714': -1.0, 'r_1761': 0.0, 'r_1808': 0.0, 'r_1654': -0.5987757436371339}"
"[0.37457376839957457, -0.29564549415686603, -0.20052085265265512, -0.12925988479090428]",0.6,"{'r_2111': 0.0837477060414914, 'r_1714': -1.0, 'r_1761': 0.0, 'r_1808': 0.0, 'r_1654': -0.5987757436377024}"
"[0.40267599399906845, -0.3178261620925002, 0.1405402953999662, -0.13895754850846512]",0.6,"{'r_2111': 0.0, 'r_1714': -1.0, 'r_1761': 2.0, 'r_1808': 0.0, 'r_1654': -0.18571428571453907}"
"[0.28397839140723247, -0.22413991299012306, 0.09911295336784343, -0.39276874223480107]",0.6,"{'r_2111': 0.0, 'r_1714': -1.0, 'r_1761': 2.0, 'r_1808': 0.0, 'r_1654': -0.18571428571453907}"
"[0.11474747753455056, -0.09727470976405873, 0.18728253512686824, -0.6006952775745225]",0.6,"{'r_2111': 0.0, 'r_1714': -1.0, 'r_1761': 2.0, 'r_1808': 0.0, 'r_1654': -0.18571428571453907}"
"[-0.6382799077146242, 0.02449918395150097, 0.0916035320857118, -0.24561737624816302]",0.6,"{'r_2111': 0.0, 'r_1714': -1.0, 'r_1761': 2.0, 'r_1808': 0.0, 'r_1654': -0.18571428571453907}"
"[0.32905229581350204, 0.26134688089607294, 0.26151941039591725, -0.14808141289450788]",0.6,"{'r_2111': 0.0, 'r_1714': -1.0, 'r_1761': 2.0, 'r_1808': 0.0, 'r_1654': -0.18571428571453907}"
"[0.14407120120397945, -0.23264558568408433, -0.3450859002449024, -0.2781973128670338]",0.6,"{'r_2111': 0.08374770604153119, 'r_1714': -1.0, 'r_1761': 0.0, 'r_1808': 0.0, 'r_1654': -0.5987757436367929}"
"[0.18540787528856423, -0.012477508602290036, -0.44409738394463744, -0.35801723216450826]",0.6,"{'r_2111': 0.08374770604153006, 'r_1714': -1.0, 'r_1761': 0.0, 'r_1808': 0.0, 'r_1654': -0.5987757436366792}"
"[0.20586290608682165, -0.013854083477268428, -0.38276770679609806, -0.39751530363981186]",0.6,"{'r_2111': 0.08374770604149248, 'r_1714': -1.0, 'r_1761': 0.0, 'r_1808': 0.0, 'r_1654': -0.5987757436370202}"
"[0.05488367494207023, -0.15299721005534275, -0.3806222705531633, -0.41149684444942375]",0.6,"{'r_2111': 0.08374770604117433, 'r_1714': -1.0, 'r_1761': 0.0, 'r_1808': 0.0, 'r_1654': -0.5987757436353149}"
"[0.05138237736067604, -0.20703165332098705, -0.35634051761443986, -0.38524545170389707]",0.6,"{'r_2111': 0.08374770604149197, 'r_1714': -1.0, 'r_1761': 0.0, 'r_1808': 0.0, 'r_1654': -0.5987757436377024}"
"[0.052822608808695985, -0.21283468372099043, -0.3382989501361435, -0.39604375733417013]",0.6,"{'r_2111': 0.08374770604149398, 'r_1714': -1.0, 'r_1761': 0.0, 'r_1808': 0.0, 'r_1654': -0.5987757436377024}"
"[0.077626872108591, -0.3127768799401259, -0.49715623534984793, -0.1124400126014352]",0.6,"{'r_2111': 0.08374770604149398, 'r_1714': -1.0, 'r_1761': 0.0, 'r_1808': 0.0, 'r_1654': -0.5987757436377024}"
"[0.08476277130776695, -0.24960346100820768, -0.542857635977398, -0.12277613170662735]",0.6,"{'r_2111': 0.08374770604208902, 'r_1714': -1.0, 'r_1761': 0.0, 'r_1808': 0.0, 'r_1654': -0.5987757436349739}"
"[0.054788241604981046, -0.16133656930001833, -0.35088771707388955, -0.43298747202111104]",0.6,"{'r_2111': 0.08374770604136816, 'r_1714': -1.0, 'r_1761': 0.0, 'r_1808': 0.0, 'r_1654': -0.5987757436370202}"
"[0.16042918111609009, -0.29042887320725796, 0.27599860247437996, 0.273143343202272]",0.6,"{'r_2111': 0.0, 'r_1714': -1.0, 'r_1761': 2.000000000002198, 'r_1808': 0.0, 'r_1654': -0.07090909090936748}"
"[0.2354970229109893, -0.2795699120641624, -0.31301067481609235, -0.171922390208756]",0.6,"{'r_2111': 0.08374770604165484, 'r_1714': -1.0, 'r_1761': 0.0, 'r_1808': 0.0, 'r_1654': -0.5987757436377024}"
"[-0.5050732368449017, -0.04531489987891593, 0.03642784726344825, -0.4131840160127341]",0.6,"{'r_2111': 0.0, 'r_1714': -1.0, 'r_1761': 2.0, 'r_1808': 0.0, 'r_1654': -0.2599999999999909}"
"[0.1650542474815698, -0.07644663008018025, 0.0614540950505738, -0.6970450273876762]",0.6,"{'r_2111': 0.0, 'r_1714': -1.0, 'r_1761': 2.0000000000002274, 'r_1808': 0.0, 'r_1654': -0.2599999999999909}"
"[0.1583324582858994, -0.11405808909001412, 0.05895139379663137, -0.6686580588274551]",0.6,"{'r_2111': 0.0, 'r_1714': -1.0, 'r_1761': 2.0000000000002274, 'r_1808': 0.0, 'r_1654': -0.2599999999999909}"
"[0.08706194976657614, -0.0627168915984097, 0.4825474993052604, -0.3676736593297537]",0.6,"{'r_2111': 0.0, 'r_1714': -1.0, 'r_1761': 2.0000000000002274, 'r_1808': 0.0, 'r_1654': -0.2599999999999909}"
"[0.09640054085291605, -0.0694441404874382, 0.5343073529247774, 0.2998479657348684]",0.6,"{'r_2111': 0.0, 'r_1714': -1.0, 'r_1761': 2.0000000000002274, 'r_1808': 0.0, 'r_1654': -0.2599999999999909}"
"[0.04799860876669723, -0.19046996772368552, -0.23382304802898615, -0.5277083754806311]",0.6,"{'r_2111': 0.08374770604132965, 'r_1714': -1.0, 'r_1761': 0.0, 'r_1808': 0.0, 'r_1654': -0.5987757436352013}"
"[0.04265052985205043, -0.2806690507311534, -0.20777012389111194, -0.4689102955256842]",0.6,"{'r_2111': 0.08374770604149187, 'r_1714': -1.0, 'r_1761': 0.0, 'r_1808': 0.0, 'r_1654': -0.5987757436377024}"
"[0.04636201575371711, -0.30509311365455377, -0.13882959662786343, -0.5097152739638656]",0.6,"{'r_2111': 0.08374770604149163, 'r_1714': -1.0, 'r_1761': 0.0, 'r_1808': 0.0, 'r_1654': -0.5987757436377024}"
"[0.06250150527930691, -0.4113017638201252, -0.18715878991660895, -0.33903794098395895]",0.6,"{'r_2111': 0.08374770604149163, 'r_1714': -1.0, 'r_1761': 0.0, 'r_1808': 0.0, 'r_1654': -0.5987757436377024}"
"[0.19024499376142465, -0.4122457008435307, -0.14606943072018244, -0.25143987467486223]",0.6,"{'r_2111': 0.08374770604127622, 'r_1714': -1.0, 'r_1761': 0.0, 'r_1808': 0.0, 'r_1654': -0.5987757436387255}"
"[0.27538403222417485, -0.1492120467475771, -0.21143888215454276, -0.3639650388737053]",0.6,"{'r_2111': 0.08374770604140683, 'r_1714': -1.0, 'r_1761': 0.0, 'r_1808': 0.0, 'r_1654': -0.598775743637816}"
"[0.21257507965510264, -0.1719121628682773, -0.39024355256388604, -0.22526920491273403]",0.6,"{'r_2111': 0.08374770604149119, 'r_1714': -1.0, 'r_1761': 0.0, 'r_1808': 0.0, 'r_1654': -0.5987757436377024}"
"[0.29273912045812744, -0.23674183933396845, -0.16029872172349088, -0.3102203184844132]",0.6,"{'r_2111': 0.0837477060415316, 'r_1714': -1.0, 'r_1761': 0.0, 'r_1808': 0.0, 'r_1654': -0.5987757436366792}"
"[0.4211077217536775, -0.34055515521698965, -0.23059107849803565, 0.007746044531297202]",0.6,"{'r_2111': 0.08374770604113936, 'r_1714': -1.0, 'r_1761': 0.0, 'r_1808': 0.0, 'r_1654': -0.5987757436362244}"
"[0.40161169665207785, -0.37108547461714153, -0.21991540283984312, 0.007387425890937492]",0.6,"{'r_2111': 0.08374770604167243, 'r_1714': -1.0, 'r_1761': 0.0, 'r_1808': 0.0, 'r_1654': -0.5987757436394077}"
"[0.2731921686959219, -0.25242702447991033, -0.4693555873969209, 0.005025219427246914]",0.6,"{'r_2111': 0.08374770604196602, 'r_1714': -1.0, 'r_1761': 0.0, 'r_1808': 0.0, 'r_1654': -0.5987757436329275}"
"[0.26988813203455314, -0.14145234770678752, -0.3012340011105127, -0.2874255191481466]",0.6,"{'r_2111': 0.08374770604169685, 'r_1714': -1.0, 'r_1761': 0.0, 'r_1808': 0.0, 'r_1654': -0.5987757436372476}"
"[0.274736560851823, -0.1405130099573503, -0.2992336068205313, -0.2855168223702954]",0.6,"{'r_2111': 0.0837477060410835, 'r_1714': -1.0, 'r_1761': 0.0, 'r_1808': 0.0, 'r_1654': -0.5987757436355423}"
"[0.24563311738596388, -0.12562816016221498, -0.3734673201764774, -0.25527140227534373]",0.6,"{'r_2111': 0.083747706041491, 'r_1714': -1.0, 'r_1761': 0.0, 'r_1808': 0.0, 'r_1654': -0.5987757436377024}"
"[0.2321132854487198, -0.1187134915293632, -0.3529113973572223, -0.29626182566469467]",0.6,"{'r_2111': 0.08374770604149193, 'r_1714': -1.0, 'r_1761': 0.0, 'r_1808': 0.0, 'r_1654': -0.5987757436377024}"
"[0.2728248122841094, -0.11241958462286768, -0.33420087463067777, -0.2805547284623452]",0.6,"{'r_2111': 0.08374770604133154, 'r_1714': -1.0, 'r_1761': 0.0, 'r_1808': 0.0, 'r_1654': -0.5987757436381571}"
"[0.26138825534621, -0.14962611240324483, -0.32019149146860193, -0.2687941407819432]",0.6,"{'r_2111': 0.08374770604149263, 'r_1714': -1.0, 'r_1761': 0.0, 'r_1808': 0.0, 'r_1654': -0.5987757436377024}"
"[0.37055984721371826, -0.21211905361964825, -0.0362622195005478, -0.3810588796660857]",0.6,"{'r_2111': 0.08374770604149263, 'r_1714': -1.0, 'r_1761': 0.0, 'r_1808': 0.0, 'r_1654': -0.5987757436377024}"
"[0.3801245715983583, -0.21759417538434525, -0.03719820362755448, -0.365083049389742]",0.6,"{'r_2111': 0.08374770604149263, 'r_1714': -1.0, 'r_1761': 0.0, 'r_1808': 0.0, 'r_1654': -0.5987757436377024}"
"[0.11201913270597447, -0.08013193001668478, -0.3413301797468541, -0.46651875753048666]",0.6,"{'r_2111': 0.08374770604149263, 'r_1714': -1.0, 'r_1761': 0.0, 'r_1808': 0.0, 'r_1654': -0.5987757436377024}"
"[0.08418955692893121, -0.08264328775050142, -0.35202756575158156, -0.48113958956898584]",0.6,"{'r_2111': 0.08374770604151054, 'r_1714': -1.0, 'r_1761': 0.0, 'r_1808': 0.0, 'r_1654': -0.598775743635656}"
"[0.06459061498403726, -0.2961997144853981, -0.27007716625023126, -0.3691325042803334]",0.6,"{'r_2111': 0.08374770604148854, 'r_1714': -1.0, 'r_1761': 0.0, 'r_1808': 0.0, 'r_1654': -0.5987757436386119}"
"[0.06843039001749535, -0.31380815913141247, -0.22668480229648966, -0.39107664855460256]",0.6,"{'r_2111': 0.08374770604148854, 'r_1714': -1.0, 'r_1761': 0.0, 'r_1808': 0.0, 'r_1654': -0.5987757436386119}"
"[0.10197535777761886, -0.30250821496392866, -0.21852209034961914, -0.3769943369088333]",0.6,"{'r_2111': 0.08374770604202603, 'r_1714': -1.0, 'r_1761': 0.0, 'r_1808': 0.0, 'r_1654': -0.5987757436328138}"
"[0.10166536864388229, -0.30462848086878785, -0.21785781738244306, -0.3758483331048868]",0.6,"{'r_2111': 0.0837477060414925, 'r_1714': -1.0, 'r_1761': 0.0, 'r_1808': 0.0, 'r_1654': -0.5987757436377024}"
"[0.01831088701693753, -0.33289428319379644, -0.23807236194350248, -0.41072246784576355]",0.6,"{'r_2111': 0.08374770604154093, 'r_1714': -1.0, 'r_1761': 0.0, 'r_1808': 0.0, 'r_1654': -0.5987757436391803}"
"[0.018417215521309385, -0.33482734909132483, -0.2336479653471393, -0.41310747004022647]",0.6,"{'r_2111': 0.0837477060401151, 'r_1714': -1.0, 'r_1761': 0.0, 'r_1808': 0.0, 'r_1654': -0.598775743631677}"
"[0.020822583694537655, -0.3785572521322491, -0.26416340232702834, -0.3364567618461849]",0.6,"{'r_2111': 0.08374770604173845, 'r_1714': -1.0, 'r_1761': 0.0, 'r_1808': 0.0, 'r_1654': -0.5987757436369066}"
"[0.02765188390942569, -0.502714809199117, -0.02282692322675379, -0.44680638366470354]",0.6,"{'r_2111': 0.08374770604123132, 'r_1714': -1.0, 'r_1761': 0.0, 'r_1808': 0.0, 'r_1654': -0.5987757436375887}"
"[0.024148535966421074, -0.4390234925968023, -0.019934872370706597, -0.5168930990660701]",0.6,"{'r_2111': 0.0837477060414551, 'r_1714': -1.0, 'r_1761': 0.0, 'r_1808': 0.0, 'r_1654': -0.5987757436361107}"
"[0.021657130069848294, -0.3937294126695315, -0.12104825006765084, -0.4635652071929694]",0.6,"{'r_2111': 0.08374770604044178, 'r_1714': -1.0, 'r_1761': 0.0, 'r_1808': 0.0, 'r_1654': -0.5987757436430456}"
"[0.36150200295429746, -0.5334427977544756, -0.015607446918599414, -0.08944775237262756]",0.6,"{'r_2111': 0.08374770604177852, 'r_1714': -1.0, 'r_1761': 0.0, 'r_1808': 0.0, 'r_1654': -0.5987757436355423}"
"[0.2606407916605424, -0.3846090809347984, -0.011252876297833208, -0.34349725110682605]",0.6,"{'r_2111': 0.08374770604149166, 'r_1714': -1.0, 'r_1761': 0.0, 'r_1808': 0.0, 'r_1654': -0.5987757436375887}"
"[0.33463737936544535, -0.34988681563735247, -0.2984116762899898, 0.01706412870721235]",0.6,"{'r_2111': 0.08374770604149197, 'r_1714': -1.0, 'r_1761': 0.0, 'r_1808': 0.0, 'r_1654': -0.5987757436377024}"
"[-0.5260960756709302, -0.2938159030518615, 0.16647989751999803, 0.013608123757210197]",0.6,"{'r_2111': 0.0, 'r_1714': -1.0, 'r_1761': 2.000000000014114, 'r_1808': 0.0, 'r_1654': -0.14444444444268356}"
"[0.051633739099416286, 0.09853547410516243, 0.3938149784717966, -0.4560158083236247]",0.6,"{'r_2111': 0.0, 'r_1714': -1.0, 'r_1761': 2.000000000014114, 'r_1808': 0.0, 'r_1654': -0.14444444444268356}"
"[0.2204595593702636, -0.1389068015640995, 0.283879232966527, 0.35675440609910986]",0.6,"{'r_2111': 0.0, 'r_1714': -1.0, 'r_1761': 1.1193548387282812, 'r_1808': 0.7548387097412396, 'r_1654': 0.0}"
"[0.18452766199356396, -0.14530952896422614, 0.2969642750434837, 0.3731985339987262]",0.6,"{'r_2111': 0.0, 'r_1714': -1.0, 'r_1761': 1.1193548387164385, 'r_1808': 0.7548387096669642, 'r_1654': -3.410605131648481e-12}"
"[0.20279114419305805, -0.060717202614892586, 0.3263560837975094, 0.41013556939453993]",0.6,"{'r_2111': 0.0, 'r_1714': -1.0, 'r_1761': 1.1193548387164385, 'r_1808': 0.7548387096669642, 'r_1654': -3.410605131648481e-12}"
"[-0.07607179337787583, -0.07036843069976514, 0.37823161274098194, 0.4753281631813771]",0.6,"{'r_2111': 0.0, 'r_1714': -1.0, 'r_1761': 1.1193548387113876, 'r_1808': 0.7548387096746494, 'r_1654': -9.094947017729282e-13}"
"[-0.06867173494905213, 0.16080047685817134, 0.34143826385793186, 0.4290895243348447]",0.6,"{'r_2111': 0.0, 'r_1714': -1.0, 'r_1761': 1.1193548387113876, 'r_1808': 0.7548387096746494, 'r_1654': -9.094947017729282e-13}"
"[0.1031321627913744, 0.154850637861844, 0.3288045780826586, 0.413212621264123]",0.6,"{'r_2111': 0.0, 'r_1714': -1.0, 'r_1761': 1.1193548387097083, 'r_1808': 0.754838709677393, 'r_1654': 0.0}"
"[0.10775231326392327, 0.11698934300317007, 0.3435344798483945, 0.4317238638845121]",0.6,"{'r_2111': 0.0, 'r_1714': -1.0, 'r_1761': 1.1193548387097083, 'r_1808': 0.754838709677393, 'r_1654': 0.0}"
"[0.13227830638723587, 0.11377355453473179, 0.3340914469152369, 0.4198566921627955]",0.6,"{'r_2111': 0.0, 'r_1714': -1.0, 'r_1761': 1.1193548387215781, 'r_1808': 0.7548387096730653, 'r_1654': 0.0}"
"[0.12598840373944256, -0.1559140854964611, 0.31820522389083916, 0.3998922868732572]",0.6,"{'r_2111': 0.0, 'r_1714': -1.0, 'r_1761': 1.1193548387215781, 'r_1808': 0.7548387096730653, 'r_1654': 0.0}"
"[0.352137225576099, -0.19975000792583036, -0.3636727375970054, -0.08444002890106521]",0.6,"{'r_2111': 0.08374770604149225, 'r_1714': -1.0, 'r_1761': 0.0, 'r_1808': 0.0, 'r_1654': -0.5987757436375887}"
"[0.21669839320875245, -0.24150870885273548, -0.43970027442804843, -0.10209262351046365]",0.6,"{'r_2111': 0.08374770604122334, 'r_1714': -1.0, 'r_1761': 0.0, 'r_1808': 0.0, 'r_1654': -0.5987757436387255}"
"[0.20947666560371195, -0.23346014843771046, -0.4583729186287907, -0.09869026732978688]",0.6,"{'r_2111': 0.08374770604149112, 'r_1714': -1.0, 'r_1761': 0.0, 'r_1808': 0.0, 'r_1654': -0.5987757436377024}"
"[0.24305505572126027, -0.27088300849016334, -0.37155195752509595, -0.11450997826348047]",0.6,"{'r_2111': 0.08374770604152985, 'r_1714': -1.0, 'r_1761': 0.0, 'r_1808': 0.0, 'r_1654': -0.5987757436366792}"
"[0.16890372369469123, -0.18824191368427962, -0.25819874014063177, -0.3846556224803974]",0.6,"{'r_2111': 0.08374770604151228, 'r_1714': -1.0, 'r_1761': 0.0, 'r_1808': 0.0, 'r_1654': -0.598775743637475}"
"[0.3830230162898565, 0.17701318677696967, 0.196269836875321, 0.24369396005785282]",0.6,"{'r_2111': 0.0, 'r_1714': -1.0, 'r_1761': 1.1193548387086163, 'r_1808': 0.7548387096782966, 'r_1654': 0.0}"
"[0.13481326864537865, 0.2482255651633534, 0.27522916269667635, 0.3417320034945916]",0.6,"{'r_2111': 0.0, 'r_1714': -1.0, 'r_1761': 1.119354838710251, 'r_1808': 0.7548387096769602, 'r_1654': 0.0}"
"[0.1066378351304396, -0.4053434128337349, 0.21770736938320806, 0.2703113826526175]",0.6,"{'r_2111': 0.0, 'r_1714': -1.0, 'r_1761': 1.119354838710251, 'r_1808': 0.7548387096769602, 'r_1654': 0.0}"
"[-0.17188162624737288, -0.37574047911042185, 0.20180782193065952, 0.2505700727115458]",0.6,"{'r_2111': 0.0, 'r_1714': -1.0, 'r_1761': 1.1193548387091132, 'r_1808': 0.7548387096780411, 'r_1654': 0.0}"
"[-0.15753160434721666, -0.42785854426797326, 0.18495932725700584, 0.22965052412780423]",0.6,"{'r_2111': 0.0, 'r_1714': -1.0, 'r_1761': 1.1193548387091132, 'r_1808': 0.7548387096780411, 'r_1654': 0.0}"
"[0.27605758953362186, -0.36766357939871136, 0.15893759564585763, 0.1973412354218091]",0.6,"{'r_2111': 0.0, 'r_1714': -1.0, 'r_1761': 1.1193548387091146, 'r_1808': 0.7548387096779829, 'r_1654': 0.0}"
"[0.3833517430708938, 0.12189601650060647, 0.2207112089664744, 0.2740410314620253]",0.6,"{'r_2111': 0.0, 'r_1714': -1.0, 'r_1761': 1.1193548387091146, 'r_1808': 0.7548387096779829, 'r_1654': 0.0}"
"[-0.2539332368852388, 0.14747883488730323, 0.2670327782596719, 0.33155514996778607]",0.6,"{'r_2111': 0.0, 'r_1714': -1.0, 'r_1761': 1.119354838707892, 'r_1808': 0.7548387096775571, 'r_1654': 0.0}"
"[-0.25342444376889806, -0.1491869882021847, 0.2664977382582827, 0.33089082977063455]",0.6,"{'r_2111': 0.0, 'r_1714': -1.0, 'r_1761': 1.119354838707892, 'r_1808': 0.7548387096775571, 'r_1654': 0.0}"
"[-0.4433309565155618, -0.11123827632675257, 0.19870867698363598, 0.24672209017404964]",0.6,"{'r_2111': 0.0, 'r_1714': -1.0, 'r_1761': 1.11935483880266, 'r_1808': 0.7548387097959015, 'r_1654': 0.0}"
"[-0.3451806341061012, -0.3080038042955966, 0.15471598839542855, 0.1920995732028736]",0.6,"{'r_2111': 0.0, 'r_1714': -1.0, 'r_1761': 1.119354838688556, 'r_1808': 0.7548387096713896, 'r_1654': 1.7280399333685637e-11}"
"[0.15185385611134813, -0.14652414213216453, -0.4231561984309471, -0.2784658033255402]",0.6,"{'r_2111': 0.08374770604149032, 'r_1714': -1.0, 'r_1761': 0.0, 'r_1808': 0.0, 'r_1654': -0.5987757436377024}"
"[0.2534975224565799, -0.22897619581425263, -0.2328126042520659, -0.2847136774771015]",0.6,"{'r_2111': 0.08374770604149263, 'r_1714': -1.0, 'r_1761': 0.0, 'r_1808': 0.0, 'r_1654': -0.5987757436383845}"
"[-0.09108071312176994, -0.3205749254876842, 0.26225790211105054, 0.32608645927949537]",0.6,"{'r_2111': 0.0, 'r_1714': -1.0, 'r_1761': 1.1193548387095875, 'r_1808': 0.7548387096775668, 'r_1654': 0.0}"
"[-0.17664633906242966, -0.29039601460281816, 0.23756895351464707, 0.29538869282010505]",0.6,"{'r_2111': 0.0, 'r_1714': -1.0, 'r_1761': 1.1193548387147412, 'r_1808': 0.7548387096799161, 'r_1654': 0.0}"
"[-0.17421265967963803, -0.30017232017684753, 0.23429593541968588, 0.29131908472382856]",0.6,"{'r_2111': 0.0, 'r_1714': -1.0, 'r_1761': 1.1193548387147412, 'r_1808': 0.7548387096799161, 'r_1654': 0.0}"
"[-0.06604761321156627, -0.33949013406796585, 0.2649849875576359, 0.32947726516283193]",0.6,"{'r_2111': 0.0, 'r_1714': -1.0, 'r_1761': 1.1193548387052108, 'r_1808': 0.7548387096043496, 'r_1654': 0.0}"
"[-0.0696465432417897, -0.3034989956123318, 0.27942400182185695, 0.3474304593240216]",0.6,"{'r_2111': 0.0, 'r_1714': -1.0, 'r_1761': 1.1193548387070913, 'r_1808': 0.7548387096815636, 'r_1654': 1.3642420526593924e-12}"
"[0.29966348747852384, -0.22846309281371463, 0.21034030618061325, 0.2615331135271483]",0.6,"{'r_2111': 0.0, 'r_1714': -1.0, 'r_1761': 1.1193548387101702, 'r_1808': 0.7548387096769971, 'r_1654': 0.0}"
"[0.37482240859009325, -0.034953092547051715, 0.2630959842641671, 0.32712851459868797]",0.6,"{'r_2111': 0.0, 'r_1714': -1.0, 'r_1761': 1.1193548387101702, 'r_1808': 0.7548387096769971, 'r_1654': 0.0}"
"[0.12782678527954924, -0.04876238609645797, 0.3670401395197601, 0.4563706891042327]",0.6,"{'r_2111': 0.0, 'r_1714': -1.0, 'r_1761': 1.1193548387096826, 'r_1808': 0.754838709677415, 'r_1654': 0.0}"
