coefficients,accuracy,fluxes
"[0.4468719428275056, -0.3372265668582546, -0.09950481431532877, -0.0868737843195049, 0.029522891679406114]",1.0,{'r_2111': 0.08374711434085784}
"[0.4479018449817946, -0.33800377020087946, -0.09742945034014745, -0.0870740016279709, 0.02959093284920763]",1.0,{'r_2111': 0.08374711434088285}
"[0.3973774793475829, -0.3689356360586963, -0.10634554818938508, -0.09504243741334402, 0.03229889899099174]",1.0,{'r_2111': 0.08374711434094448}
"[0.3973774793475829, -0.3689356360586963, -0.10634554818938508, -0.09504243741334402, 0.03229889899099174]",1.0,{'r_2111': 0.08374711434080116}
"[0.39737748249995225, -0.3689356341287628, -0.10634554763308253, -0.095042436916169, 0.03229889882203347]",1.0,{'r_2111': 0.08374711434088239}
"[0.39737748142629803, -0.3689356327575452, -0.10634554874568763, -0.09504243791051904, 0.03229889915995001]",1.0,{'r_2111': 0.08374711434088239}
"[0.39737748142629803, -0.3689356379886298, -0.10634554351460306, -0.09504243791051904, 0.03229889915995001]",1.0,{'r_2111': 0.08374711434088239}
"[0.39737748142629803, -0.3689356379886298, -0.10634554874568763, -0.09504243267943448, 0.03229889915995001]",1.0,{'r_2111': 0.08374711434088239}
"[0.3973774772688677, -0.3689356341287628, -0.10634554763308253, -0.095042436916169, 0.03229890405311799]",1.0,{'r_2111': 0.08374711434088239}
"[0.3103367739045605, -0.288124770585541, -0.08305184883247584, -0.2932623888128614, 0.025224217864561305]",1.0,{'r_2111': 0.08374711434088739}
"[0.29967003092023514, -0.3125929959058407, -0.08019723152520981, -0.28318251819656726, 0.0243572234521471]",1.0,{'r_2111': 0.08374711434091488}
"[0.2605141443146365, -0.2717485515554765, -0.20038173176140822, -0.24618094504244667, 0.02117462732603211]",1.0,{'r_2111': 0.08374711434089144}
"[0.3273104399829223, -0.341425369468308, -0.2517599685802609, -0.052900382070328655, 0.026603839898180118]",1.0,{'r_2111': 0.08374711434089144}
"[0.2532673159320665, -0.37900615336661825, -0.27947125725278704, -0.05872314160872788, 0.02953213183980034]",1.0,{'r_2111': 0.08374711434088235}
"[0.29676356488759453, -0.4440968498974463, -0.1557273092474598, -0.06880828179929664, 0.03460399416820272]",1.0,{'r_2111': 0.08374711434103864}
"[0.25292045556832177, -0.3784870883157868, -0.28045805201893387, -0.05864271776807685, 0.02949168632888073]",1.0,{'r_2111': 0.08374711434088239}
"[0.32694522411720583, -0.23024486876608302, -0.17898274145882462, -0.26273882379144714, 0.001088341866439416]",1.0,{'r_2111': 0.08374770602486248}
"[0.3115806068342566, -0.266419102614979, -0.17057154251810525, -0.2503915522146014, 0.0010371958180577527]",1.0,{'r_2111': 0.08374770604149018}
"[0.3115806068342566, -0.266419102614979, -0.17057154251810525, -0.2503915522146014, 0.0010371958180577527]",1.0,{'r_2111': 0.08374770604148339}
"[0.3115806090212696, -0.26641910176860245, -0.17057154197622312, -0.25039155141914216, 0.0010371958147627255]",1.0,{'r_2111': 0.0837477060414834}
"[0.31158060782410496, -0.2664191002844941, -0.1705715430599874, -0.25039155301006066, 0.0010371958213527801]",1.0,{'r_2111': 0.0837477060414834}
"[0.31158060782410496, -0.26641910346135556, -0.17057153988312598, -0.25039155301006066, 0.0010371958213527801]",1.0,{'r_2111': 0.0837477060414834}
"[0.31158060782410496, -0.26641910346135556, -0.1705715430599874, -0.2503915498331993, 0.0010371958213527801]",1.0,{'r_2111': 0.0837477060414834}
"[0.31158060584440816, -0.26641910176860245, -0.17057154197622312, -0.25039155141914216, 0.0010371989916241073]",1.0,{'r_2111': 0.0837477060414834}
"[0.3034103094431706, -0.2594330346399958, -0.19232089730340354, -0.24382576024637037, 0.0010099983670596863]",1.0,{'r_2111': 0.08374770604149534}
"[0.30038600268164894, -0.25684708071422524, -0.19040389787393774, -0.25136308773656807, 0.0009999309936199693]",1.0,{'r_2111': 0.08374770604149069}
"[0.21774069205314664, -0.2871883929964493, -0.2128962855977196, -0.28105657664067185, 0.001118052712012612]",1.0,{'r_2111': 0.08374770604157031}
"[0.2944298451775401, -0.03613325965004865, -0.2878792191590451, -0.38004584061046476, 0.0015118354029014167]",1.0,{'r_2111': 0.0837477060414888}
"[0.23188317223374993, -0.24089055160770634, -0.22672411663471706, -0.2993114881470555, 0.0011906713767711897]",1.0,{'r_2111': 0.08374770604110873}
"[0.2231455457847529, -0.23181351667341096, -0.21818088937484495, -0.3257142426664866, 0.0011458055005046175]",1.0,{'r_2111': 0.08374770604153388}
"[0.2231455457847529, -0.23181351667341096, -0.21818088937484495, -0.3257142426664866, 0.0011458055005046175]",1.0,{'r_2111': 0.08374770604147701}
"[0.2231455485111435, -0.2318135158598555, -0.21818088860913354, -0.32571424152338413, 0.0011458054964833839]",1.0,{'r_2111': 0.08374770604149004}
"[0.2231455465678879, -0.23181351397744082, -0.21818089014055636, -0.3257142438095891, 0.0011458055045258512]",1.0,{'r_2111': 0.08374770604149004}
"[0.2231455465678879, -0.2318135174869664, -0.21818088663103075, -0.3257142438095891, 0.0011458055045258512]",1.0,{'r_2111': 0.08374770604149004}
"[0.2231455465678879, -0.2318135174869664, -0.21818089014055636, -0.32571424030006346, 0.0011458055045258512]",1.0,{'r_2111': 0.08374770604149004}
"[0.2231455450016179, -0.2318135158598555, -0.21818088860913354, -0.32571424152338413, 0.0011458090060089536]",1.0,{'r_2111': 0.08374770604149004}
"[0.27218220434508444, -0.0630030743180715, -0.2661265552362819, -0.3972905676596822, 0.0013975984408799206]",1.0,{'r_2111': 0.08374770604148854}
"[0.28953625697130536, -0.0032611305050390038, -0.2830945060099847, -0.42262139865819237, 0.0014867078554785477]",1.0,{'r_2111': 0.08374770604162064}
"[0.3657453981899821, -0.004119496078286304, -0.35760810721636005, -0.27064897272930194, 0.0018780257860695668]",1.0,{'r_2111': 0.083747706041656}
"[0.24725918278566844, -0.0048890663711877985, -0.4244135053972287, -0.3212093823664493, 0.0022288630794657397]",1.0,{'r_2111': 0.08374770604149001}
"[0.22449494285345037, -0.09650525549341765, -0.3853393211404965, -0.29163682062661794, 0.002023659886017503]",1.0,{'r_2111': 0.08374770604127514}
"[0.1991141348060359, -0.08559462501723773, -0.45483124156478216, -0.25866512839248856, 0.001794870219455651]",1.0,{'r_2111': 0.08374770604158319}
"[0.20563411060583914, -0.0883974139013582, -0.4697246527778316, -0.23439017961931538, 0.001853643095655717]",1.0,{'r_2111': 0.08374770604158319}
"[0.20126145528284445, -0.08651770911261503, -0.45973630990388187, -0.22940604802971432, 0.023078477670944363]",1.0,{'r_2111': 0.08374711434088224}
"[0.20126145528284445, -0.08651770911261503, -0.45973630990388187, -0.22940604802971432, 0.023078477670944363]",1.0,{'r_2111': 0.08374711434088224}
"[0.20126145972131884, -0.08651770863184866, -0.4597363073491938, -0.22940604675493814, 0.023078477542700607]",1.0,{'r_2111': 0.08374711434088224}
"[0.2012614564012252, -0.0865177040365262, -0.45973631245856994, -0.2294060493044905, 0.023078477799188122]",1.0,{'r_2111': 0.08374711434088224}
"[0.2012614564012252, -0.08651770959338141, -0.4597363069017147, -0.2294060493044905, 0.023078477799188122]",1.0,{'r_2111': 0.08374711434088224}
"[0.2012614564012252, -0.08651770959338141, -0.45973631245856994, -0.2294060437476353, 0.023078477799188122]",1.0,{'r_2111': 0.08374711434088224}
"[0.2012614541644637, -0.08651770863184866, -0.4597363073491938, -0.22940604675493814, 0.023078483099555763]",1.0,{'r_2111': 0.08374711434088224}
"[0.3976027134919436, -0.0652504296293706, -0.3467266071319934, -0.17301478907665965, 0.01740546067003276]",1.0,{'r_2111': 0.08374711434086138}
"[0.3045285910058266, -0.28406431860521647, -0.2655619832339907, -0.1325140602737688, 0.013331046881197423]",1.0,{'r_2111': 0.08374711434088122}
"[0.3169984027863815, -0.2956961610370847, -0.23548827552954432, -0.13794023515092307, 0.013876925496066474]",1.0,{'r_2111': 0.08374711434088122}
"[0.33886984744275805, -0.31609784812565905, -0.251735892994484, -0.0784620413440879, 0.014834370093011043]",1.0,{'r_2111': 0.08374711434088122}
"[0.14986427507249997, -0.4064647062683518, -0.3237027914297221, -0.10089296962079237, 0.019075257608633822]",1.0,{'r_2111': 0.08374711434093504}
"[0.2620028546992092, -0.3528492969956646, -0.28100423143775655, -0.0875845131286702, 0.01655910373869947]",1.0,{'r_2111': 0.08374711434089611}
"[0.4019916521120327, -0.007075016167900558, -0.43114551318847405, -0.13438114318427088, 0.02540667534732181]",1.0,{'r_2111': 0.08374711434088226}
"[0.38032950671977234, -0.006693764397928624, -0.4079123521443572, -0.18102679224714915, 0.024037584490792633]",1.0,{'r_2111': 0.0837471143407854}
"[0.23621489022864536, -0.008250509957948697, -0.5027791125093587, -0.22312756519377874, 0.02962792211026853]",1.0,{'r_2111': 0.08374711434083618}
"[0.2876226043630537, -0.010046077785915713, -0.39456836753458674, -0.27168706995609676, 0.03607588036034711]",1.0,{'r_2111': 0.0837471143409359}
"[0.34632535888229166, -0.0120964466693133, -0.4750983734141059, -0.12304098130727935, 0.04343883972700978]",1.0,{'r_2111': 0.08374711434088083}
"[0.5062334838600242, -0.009137298518062453, -0.3588752781710095, -0.09294152298559065, 0.03281241646531321]",1.0,{'r_2111': 0.08374711434088393}
"[0.5062334838600242, -0.009137298518062453, -0.3588752781710095, -0.09294152298559065, 0.03281241646531321]",1.0,{'r_2111': 0.08374711434084849}
"[0.5062334877610766, -0.009137298445872303, -0.3588752753356791, -0.09294152225129676, 0.0328124162060754]",1.0,{'r_2111': 0.08374711434075707}
"[0.506233487859573, -0.009137290689651417, -0.3588752810063399, -0.09294152371988455, 0.03281241672455102]",1.0,{'r_2111': 0.08374711434075707}
"[0.506233487859573, -0.009137298590252604, -0.35887527310573875, -0.09294152371988455, 0.03281241672455102]",1.0,{'r_2111': 0.08374711434075707}
"[0.506233487859573, -0.009137298590252604, -0.3588752810063399, -0.09294151581928337, 0.03281241672455102]",1.0,{'r_2111': 0.08374711434075707}
"[0.5062334798604754, -0.009137298445872303, -0.3588752753356791, -0.09294152225129676, 0.03281242410667646]",1.0,{'r_2111': 0.08374711434075707}
"[0.5438824316861016, -0.008440593367079096, -0.3315115826139396, -0.08585487284755514, 0.030310519485324604]",1.0,{'r_2111': 0.08374711434088238}
"[0.46535184361646015, -0.0072218653439684085, -0.42803389235710376, -0.07345838187714256, 0.02593401680532511]",1.0,{'r_2111': 0.08374711434087197}
"[0.49541306222464654, -0.007688389922826315, -0.4556844122516051, 0.013604809759503816, 0.027609325841418248]",1.0,{'r_2111': 0.08374711434088244}
"[0.5442161797825863, -0.006944776941306721, -0.4116110954937767, 0.0122889668782478, 0.024938980904082426]",1.0,{'r_2111': 0.08374711434088244}
"[0.49525075623599046, -0.006319926087913191, -0.37457671030628953, -0.10115749169456915, 0.022695115675237687]",1.0,{'r_2111': 0.08374711434062622}
"[0.4176527749927974, -0.007291524385656341, -0.4321625252422978, -0.11670901007741519, 0.02618416530183321]",1.0,{'r_2111': 0.08374711434088265}
"[0.3212143477866882, -0.23651361937610027, -0.3323737132740153, -0.0897602285857994, 0.020138090977396793]",1.0,{'r_2111': 0.08374711434088235}
"[0.4743283600534102, -0.34925313262613633, 0.0141346926334037, -0.13254645166533838, 0.02973736302171137]",1.0,{'r_2111': 0.011979810073347417}
"[0.5746349845805908, -0.21163913526667172, 0.017123768189894324, -0.16057616331510802, 0.03602594864773507]",1.0,{'r_2111': 0.011979817118006941}
"[0.4041376102671426, -0.14884463469989398, -0.30874857575539477, -0.11293232860752295, 0.025336850670045707]",1.0,{'r_2111': 0.08374711434087652}
"[0.43164901756586704, -0.15897713725701013, -0.32976643602059746, -0.052545768710072015, 0.02706164044645336]",1.0,{'r_2111': 0.08374711434088247}
"[0.2944216929320488, -0.4263501943322168, -0.22492902430974962, -0.03584072603078392, 0.018458362395200874]",1.0,{'r_2111': 0.0837471143409275}
"[0.23956870925853035, -0.3469179350580878, -0.18302304932776797, -0.21547087619743913, 0.015019430158174713]",1.0,{'r_2111': 0.08374711434088218}
"[0.23956870925853035, -0.3469179350580878, -0.18302304932776797, -0.21547087619743913, 0.015019430158174713]",1.0,{'r_2111': 0.08374711434088233}
"[0.23956871200854724, -0.34691793380349695, -0.18302304866588506, -0.2154708754182122, 0.015019430103858583]",1.0,{'r_2111': 0.08374711434088224}
"[0.2395687101249045, -0.34691793269628773, -0.18302304998965085, -0.21547087697666606, 0.015019430212490845]",1.0,{'r_2111': 0.08374711434088224}
"[0.2395687101249045, -0.34691793631267875, -0.18302304637325986, -0.21547087697666606, 0.015019430212490845]",1.0,{'r_2111': 0.08374711434088224}
"[0.2395687101249045, -0.34691793631267875, -0.18302304998965085, -0.21547087336027504, 0.015019430212490845]",1.0,{'r_2111': 0.08374711434088224}
"[0.23956870839215624, -0.34691793380349695, -0.18302304866588506, -0.2154708754182122, 0.015019433720249546]",1.0,{'r_2111': 0.08374711434088224}
"[0.2811735744732768, -0.3279372932770318, -0.17300945652696553, -0.20368199155914832, 0.014197684163577548]",1.0,{'r_2111': 0.0837471143408814}
"[0.31378290778911455, -0.24999427585895545, -0.19307436854883112, -0.22730417570510966, 0.015844272097989193]",1.0,{'r_2111': 0.08374711434088167}
"[0.2752102266995537, -0.21926299879588493, -0.29226806034123737, -0.199362145523876, 0.013896568639448019]",1.0,{'r_2111': 0.08374711434088167}
"[0.1341880107146955, -0.2619249610816902, -0.3491346043367915, -0.23815200236367234, 0.01660042150315045]",1.0,{'r_2111': 0.08374711434091493}
"[0.13863851074263864, -0.2374458517794883, -0.3607140558696149, -0.2460505879938576, 0.017150993614400534]",1.0,{'r_2111': 0.08374711434091571}
"[0.14786749716964007, -0.25325231516027763, -0.3847263242344211, -0.19586115034931162, 0.0182927130863496]",1.0,{'r_2111': 0.08374711434088225}
"[0.1426860192560414, -0.2547922414900587, -0.3870656915806723, -0.19705210389385563, 0.018403943779371983]",1.0,{'r_2111': 0.08374711434088336}
"[0.15140904998836388, -0.20923437805437986, -0.4107287381825061, -0.20909877508909347, 0.019529058685656676]",1.0,{'r_2111': 0.08374711434088289}
"[0.1743076706391116, -0.24087831644862107, -0.32160923650289563, -0.24072220532440067, 0.022482571084971044]",1.0,{'r_2111': 0.08374711434088289}
"[0.17186656019818525, -0.2515095173639699, -0.31710522550758485, -0.2373509854198169, 0.02216771151044308]",1.0,{'r_2111': 0.08374711434155485}
"[0.21435691058116466, -0.31368989442583634, -0.14827402175608972, -0.29603096669484763, 0.027648206542061668]",1.0,{'r_2111': 0.0837471143408748}
"[0.16856581721145983, -0.24667921020836894, -0.11659960754603839, -0.44641339031748767, 0.02174197471664519]",1.0,{'r_2111': 0.0837471143408748}
"[0.16856581721145983, -0.24667921020836894, -0.11659960754603839, -0.44641339031748767, 0.02174197471664519]",1.0,{'r_2111': 0.08374711434088192}
"[0.16856582156406008, -0.24667920891699074, -0.11659960693563351, -0.44641338798049085, 0.021741974602824846]",1.0,{'r_2111': 0.08374711434089052}
"[0.16856581809391047, -0.24667920626469625, -0.11659960815644327, -0.4464133926544845, 0.021741974830465534]",1.0,{'r_2111': 0.08374711434089052}
"[0.16856581809391047, -0.24667921149974714, -0.11659960292139235, -0.4464133926544845, 0.021741974830465534]",1.0,{'r_2111': 0.08374711434089052}
"[0.16856581809391047, -0.24667921149974714, -0.11659960815644327, -0.44641338741943354, 0.021741974830465534]",1.0,{'r_2111': 0.08374711434089052}
"[0.16856581632900922, -0.24667920891699074, -0.11659960693563351, -0.44641338798049085, 0.021741979837875708]",1.0,{'r_2111': 0.08374711434089052}
"[0.37652589799984754, -0.18497928308762518, -0.08743546646653277, -0.33475552654758545, 0.016303825898409067]",1.0,{'r_2111': 0.08374711434081068}
"[0.29116085558998667, -0.14304122668937133, -0.2943298939697662, -0.2588605618918435, 0.012607461859032307]",1.0,{'r_2111': 0.08374711434088206}
"[0.387759857707503, -0.19049829206946742, -0.06020835339195081, -0.34474323288366354, 0.016790263947415274]",1.0,{'r_2111': 0.08374711434091504}
"[0.41933738170189067, -0.20601166785900338, -0.06511146722930694, -0.29138189112840357, 0.018157592081395425]",1.0,{'r_2111': 0.08374711434088183}
"[0.36724690321596265, -0.3046416348932111, -0.05702326037989567, -0.25518616235885777, 0.015902039152072785]",1.0,{'r_2111': 0.08374711434113204}
"[0.3874146620057241, -0.3213713580196492, -0.005238678229640074, -0.26919998500479553, 0.016775316740191077]",1.0,{'r_2111': 0.08374711434088153}
"[0.4948386429634012, -0.41048257148150713, -0.0066912811524895395, -0.06656065667303758, 0.02142684772956458]",1.0,{'r_2111': 0.08374711434088153}
"[0.31996066856055716, -0.552584416027696, -0.009007684966454512, -0.08960278499850377, 0.028844445446788537]",1.0,{'r_2111': 0.08374711434067403}
"[0.29576225666533884, -0.5107928253110199, -0.08395577259254054, -0.08282618614931705, 0.026662959281783728]",1.0,{'r_2111': 0.08374711434093313}
"[0.32404453838442016, -0.4640123628897949, -0.09198404786734043, -0.09074644465966059, 0.029212606198783925]",1.0,{'r_2111': 0.08374711434088211}
"[0.32208935158053, -0.4612126525373626, -0.09746274167956386, -0.09019890804020973, 0.0290363461623338]",1.0,{'r_2111': 0.08374711434088265}
"[0.32208935158053, -0.4612126525373626, -0.09746274167956386, -0.09019890804020973, 0.0290363461623338]",1.0,{'r_2111': 0.08374711434095514}
"[0.32208935632007163, -0.46121264931284245, -0.09746274099816327, -0.09019890740959348, 0.029036345959329215]",1.0,{'r_2111': 0.0837471143408954}
"[0.32208935383238413, -0.46121264877048695, -0.09746274236096444, -0.090198908670826, 0.02903634636533839]",1.0,{'r_2111': 0.0837471143408954}
"[0.32208935383238413, -0.4612126557618828, -0.09746273536956865, -0.090198908670826, 0.02903634636533839]",1.0,{'r_2111': 0.0837471143408954}
"[0.32208935383238413, -0.4612126557618828, -0.09746274236096444, -0.0901989016794302, 0.02903634636533839]",1.0,{'r_2111': 0.0837471143408954}
"[0.3220893493286759, -0.46121264931284245, -0.09746274099816327, -0.09019890740959348, 0.02903635295072492]",1.0,{'r_2111': 0.0837471143408954}
"[0.4289896812658576, -0.3884836214677977, -0.08209375574923153, -0.07597536246051467, 0.024457579056598466]",1.0,{'r_2111': 0.08374711434090064}
"[0.3954144068830839, -0.43634451671868985, -0.07566861198759246, -0.07002908041145624, 0.02254338399917756]",1.0,{'r_2111': 0.08374711434093317}
"[0.2738826417613495, -0.3022327635935885, -0.35976454573991534, -0.0485054393804085, 0.015614609524738147]",1.0,{'r_2111': 0.08374711434093317}
"[0.24779230964632754, -0.27344177075268905, -0.32549301826668714, -0.13914575500082452, 0.014127146333471766]",1.0,{'r_2111': 0.08374711434093317}
"[0.29957970901190045, -0.2546160682681255, -0.3030837327145053, -0.12956595825497663, 0.013154531750492159]",1.0,{'r_2111': 0.08374711434088328}
"[0.42156102104850546, -0.3582893182869176, -0.019316981810287646, -0.18232195309638366, 0.018510725757905626]",1.0,{'r_2111': 0.08374711434090815}
"[0.2437707082271461, -0.46841393349567984, -0.025254293028561445, -0.2383608409561962, 0.0242002242924164]",1.0,{'r_2111': 0.08374711434100522}
"[0.24467804375353508, -0.47015741041301407, -0.021626205734717168, -0.2392480404916629, 0.02429029960707082]",1.0,{'r_2111': 0.08374711434090643}
"[0.3005412515888005, -0.4353848198428782, -0.02002674312720824, -0.22155338339923136, 0.022493802041881693]",1.0,{'r_2111': 0.08374711434114933}
"[0.2829818566060538, -0.4683729734132184, -0.01885666251122081, -0.20860892619641858, 0.021179581273088454]",1.0,{'r_2111': 0.08374711434088268}
"[0.23896495922537345, -0.39551909735955226, -0.0159235706563108, -0.33170720571648254, 0.017885167042280947]",1.0,{'r_2111': 0.08374711434077083}
"[0.28606435538554503, -0.2763774223750238, -0.019062066631022858, -0.39708586684683483, 0.021410288761573547]",1.0,{'r_2111': 0.08374711434048356}
"[0.28993058382754766, -0.2801127295917288, -0.005804454955779317, -0.4024525776705283, 0.02169965395441598]",1.0,{'r_2111': 0.08374711434088228}
"[0.28993058382754766, -0.2801127295917288, -0.005804454955779317, -0.4024525776705283, 0.02169965395441598]",1.0,{'r_2111': 0.08374711434088145}
"[0.28993058753756157, -0.2801127281281787, -0.005804454925451848, -0.4024525755677696, 0.021699653841038308]",1.0,{'r_2111': 0.08374711434088283}
"[0.28993058534239463, -0.2801127258304179, -0.005804454986106786, -0.402452579773287, 0.02169965406779365]",1.0,{'r_2111': 0.08374711434088283}
"[0.28993058534239463, -0.2801127310552788, -0.005804449761245901, -0.402452579773287, 0.02169965406779365]",1.0,{'r_2111': 0.08374711434088283}
"[0.28993058534239463, -0.2801127310552788, -0.005804454986106786, -0.4024525745484261, 0.02169965406779365]",1.0,{'r_2111': 0.08374711434088283}
"[0.2899305823127007, -0.2801127281281787, -0.005804454925451848, -0.4024525755677696, 0.02169965906589914]",1.0,{'r_2111': 0.08374711434088283}
"[0.24506547190281383, -0.3915111979205103, -0.004906248502996078, -0.340175325980773, 0.018341755692906792]",1.0,{'r_2111': 0.08374711434088315}
"[0.28357063965211204, -0.29590424351882316, -0.0056771278935555365, -0.3936243406026956, 0.021223648332813656]",1.0,{'r_2111': 0.08374711434128747}
"[0.35439495309952257, -0.36980898527596207, -0.007095041560173103, -0.24217657499225795, 0.0265244450720843]",1.0,{'r_2111': 0.0837471143408822}
"[0.35723683363254277, -0.37277447038516054, -0.007151936446272576, -0.2441185803396951, 0.018718179196328982]",1.0,{'r_2111': 0.08374711434088472}
"[0.4103276835600114, -0.27955917641659095, -0.008214823441151766, -0.2803983300551253, 0.02149998652712053]",1.0,{'r_2111': 0.08374711434109625}
"[0.2861125427172559, -0.19493051531531555, -0.3084498315282845, -0.19551563884187967, 0.014991471597264383]",1.0,{'r_2111': 0.08374711434088286}
"[0.24682506088221332, -0.1681636738241541, -0.2660951097181156, -0.30598323465367727, 0.012932920921839697]",1.0,{'r_2111': 0.08374711434088286}
"[0.25317628505387346, -0.17249080813608206, -0.24721050188211374, -0.3138566981873603, 0.01326570674057046]",1.0,{'r_2111': 0.08374711434092368}
"[0.21473282371370023, -0.29814364177051655, -0.20967291272771255, -0.26619924148460183, 0.011251380303468828]",1.0,{'r_2111': 0.08374711434090643}
"[0.20856904338410182, -0.2895856026093024, -0.23235879032308512, -0.2585581476823593, 0.010928416001151374]",1.0,{'r_2111': 0.08374711434089512}
"[0.20484046421470054, -0.284408694147105, -0.22820492294483555, -0.2539359156009088, 0.028610003092450084]",1.0,{'r_2111': 0.0837471143408823}
"[0.20484046421470054, -0.284408694147105, -0.22820492294483555, -0.2539359156009088, 0.028610003092450084]",1.0,{'r_2111': 0.08374711434088283}
"[0.20484046714998855, -0.2844086930972259, -0.22820492210242954, -0.2539359146635182, 0.028610002986837822]",1.0,{'r_2111': 0.08374711434088283}
"[0.20484046497085792, -0.28440869150553877, -0.22820492378724155, -0.2539359165382994, 0.02861000319806235]",1.0,{'r_2111': 0.08374711434088283}
"[0.20484046497085792, -0.2844086951969842, -0.22820492009579613, -0.2539359165382994, 0.02861000319806235]",1.0,{'r_2111': 0.08374711434088283}
"[0.20484046497085792, -0.2844086951969842, -0.22820492378724155, -0.2539359128468539, 0.02861000319806235]",1.0,{'r_2111': 0.08374711434088283}
"[0.20484046345854315, -0.2844086930972259, -0.22820492210242954, -0.2539359146635182, 0.028610006678283218]",1.0,{'r_2111': 0.08374711434088283}
"[0.19343683138112402, -0.2685754341749389, -0.27117137352011866, -0.2397990996359945, 0.027017261287823894]",1.0,{'r_2111': 0.08374711434074153}
"[0.18805114977539755, -0.288939807402182, -0.26362140142876755, -0.23312259655869394, 0.02626504483495897]",1.0,{'r_2111': 0.08374711434088296}
"[0.24982173068426003, -0.2669581520971828, -0.24356589288071198, -0.21538734364414208, 0.024266880693703103]",1.0,{'r_2111': 0.08374711434096002}
"[0.26298080955238673, -0.22834599668632347, -0.2563954525239993, -0.22673262987863596, 0.025545111358654535]",1.0,{'r_2111': 0.08374711434089452}
"[0.28514326546609026, -0.24758963690952093, -0.19372889130716858, -0.24584030515895844, 0.027697901158261765]",1.0,{'r_2111': 0.08374711434089452}
"[0.2629941353166323, -0.22835756743524402, -0.1786805736824868, -0.3044213177850351, 0.025546405780601793]",1.0,{'r_2111': 0.08374711434089452}
"[0.2629941353166323, -0.22835756743524402, -0.1786805736824868, -0.3044213177850351, 0.025546405780601793]",1.0,{'r_2111': 0.0837471143407659}
"[0.26299413774592195, -0.22835756668254084, -0.17868057309352697, -0.30442131678161355, 0.02554640569639674]",1.0,{'r_2111': 0.08374711434088265}
"[0.26299413618350315, -0.22835756489178669, -0.17868057427144665, -0.30442131878845663, 0.02554640586480685]",1.0,{'r_2111': 0.08374711434088265}
"[0.26299413618350315, -0.22835756818794722, -0.1786805709752861, -0.30442131878845663, 0.02554640586480685]",1.0,{'r_2111': 0.08374711434088265}
"[0.26299413618350315, -0.22835756818794722, -0.17868057427144665, -0.30442131549229606, 0.02554640586480685]",1.0,{'r_2111': 0.08374711434088265}
"[0.2629941344497614, -0.22835756668254084, -0.17868057309352697, -0.30442131678161355, 0.02554640899255724]",1.0,{'r_2111': 0.08374711434088265}
"[0.2474161923006228, -0.2740642970881942, -0.16809677951710555, -0.28638951667432083, 0.024033214419756636]",1.0,{'r_2111': 0.08374711434102597}
"[0.27228721917874266, -0.3016140723710157, -0.08447134189221148, -0.31517826045291814, 0.02644910610511211]",1.0,{'r_2111': 0.08374711434088214}
"[0.38614250509973047, -0.4277322080336844, -0.11979253255358382, -0.028824111344444757, 0.037508642968556556]",1.0,{'r_2111': 0.08374711434088214}
"[0.4364716061760867, -0.48348203419224317, 0.005067916609444967, -0.032580992791401836, 0.04239745023082332]",1.0,{'r_2111': 0.08374711434088247}
"[0.41854805755805014, -0.4988596333350109, 0.005229106446083306, -0.033617261797046764, 0.04374594086380889]",1.0,{'r_2111': 0.011979812261534595}
"[0.35514909140674544, -0.4232955865381335, 0.004437035054064422, -0.17999869972795088, 0.03711958727310578]",1.0,{'r_2111': 0.01197981226157948}
"[0.3410103566245189, -0.4462545943097129, 0.004260393572031145, -0.17283282506241657, 0.03564183043132047]",1.0,{'r_2111': 0.011979813144709172}
"[0.30799516935691457, -0.4030501029681598, 0.003847920200235045, -0.2529156690337776, 0.03219113844091294]",1.0,{'r_2111': 0.011979813144754175}
"[0.30799516935691457, -0.4030501029681598, 0.003847920200235045, -0.2529156690337776, 0.03219113844091294]",1.0,{'r_2111': 0.011979812261545162}
"[0.3079951722311611, -0.40305010129408864, 0.003847920184252684, -0.2529156679832908, 0.03219113830720684]",1.0,{'r_2111': 0.011979812261545162}
"[0.3079951706361745, -0.4030501004887246, 0.0038479202162174063, -0.25291567008426447, 0.032191138574619034]",1.0,{'r_2111': 0.011979812261545162}
"[0.3079951680776547, -0.40305010129408864, 0.0038479243377590447, -0.2529156679832908, 0.03219113830720684]",1.0,{'r_2111': 0.011979812261545162}
"[0.3079951706361745, -0.40305010464223096, 0.0038479202162174063, -0.25291566593075804, 0.032191138574619034]",1.0,{'r_2111': 0.011979812261545162}
"[0.3079951680776547, -0.40305010129408864, 0.003847920184252684, -0.2529156679832908, 0.032191142460713196]",1.0,{'r_2111': 0.011979812261545162}
"[0.42986567685868915, -0.16684319408610285, 0.005370502481665385, -0.35299178712567764, 0.044928839447865]",1.0,{'r_2111': 0.011979817250641442}
"[0.27344974748981354, -0.10613368721745285, -0.3672879702100109, -0.22454808618559619, 0.028580508897126475]",1.0,{'r_2111': 0.083747114340947}
"[0.29319733200677944, -0.11379829096151718, -0.3938122230219731, -0.1685476607053594, 0.0306444933043709]",1.0,{'r_2111': 0.08374711434088092}
"[0.37991785170554915, -0.14745701106469464, -0.21451687031610026, -0.21839989036358395, 0.039708376550072005]",1.0,{'r_2111': 0.08374711434088279}
