coefficients,accuracy,fluxes
"[0.36919258500293284, -0.3431262863299477, -0.2625778606916534, -0.020956418484682757, 0.004146849490783278]",1.0,{'r_2111': 0.08374770604140626}
"[0.32202473184957126, -0.427048131256617, -0.22903104941338964, -0.018279037329538332, 0.00361705015088374]",1.0,{'r_2111': 0.08374770604148803}
"[0.2967565632174882, -0.4720056857721436, -0.21105977389886213, -0.016844744394886733, 0.003333232716619324]",1.0,{'r_2111': 0.08374770604155175}
"[0.2985741065748262, -0.47489657650594747, -0.20622775585774494, -0.01694791331202554, 0.0033536477494558953]",1.0,{'r_2111': 0.0837477060414916}
"[0.2617740042933849, -0.416364231591619, -0.18080960223451648, -0.13811186069215625, 0.0029403011883234304]",1.0,{'r_2111': 0.0837477060414916}
"[0.2617740042933849, -0.416364231591619, -0.18080960223451648, -0.13811186069215625, 0.0029403011883234304]",1.0,{'r_2111': 0.08374770604149075}
"[0.2617740080645834, -0.4163642294646387, -0.18080960131085771, -0.13811185998661724, 0.0029403011733030175]",1.0,{'r_2111': 0.08374770604149064}
"[0.26177400563064707, -0.41636422861013855, -0.1808096031581752, -0.13811186139769527, 0.0029403012033438437]",1.0,{'r_2111': 0.08374770604149064}
"[0.26177400563064707, -0.4163642337185993, -0.18080959804971444, -0.13811186139769527, 0.0029403012033438437]",1.0,{'r_2111': 0.08374770604149064}
"[0.26177400563064707, -0.4163642337185993, -0.1808096031581752, -0.13811185628923447, 0.0029403012033438437]",1.0,{'r_2111': 0.08374770604149064}
"[0.26177400295612263, -0.4163642294646387, -0.18080960131085771, -0.13811185998661724, 0.0029403062817637505]",1.0,{'r_2111': 0.08374770604149064}
"[0.265614448819026, -0.4141981960643029, -0.17986898343875019, -0.13739336670466992, 0.0029250049732509383]",1.0,{'r_2111': 0.08374770604212245}
"[0.25867670751758726, -0.40337950775651943, -0.17517087879572657, -0.1338047078837028, 0.02896819804646396]",1.0,{'r_2111': 0.08374711434153569}
"[0.3200609521417575, -0.36997822840700945, -0.16066609770484663, -0.12272519506670372, 0.02656952667968273]",1.0,{'r_2111': 0.08374711434135802}
"[0.30787848779756943, -0.3939587162395095, -0.15455067189763283, -0.11805391197818922, 0.02555821208709904]",1.0,{'r_2111': 0.08374711434088271}
"[0.2787994277027908, -0.35674939620438306, -0.1399533926010208, -0.20135353930000308, 0.023144244191802273]",1.0,{'r_2111': 0.08374711434094831}
"[0.3188177619581152, -0.3369539091636313, -0.1321875894938011, -0.19018073446773034, 0.021860004916722076]",1.0,{'r_2111': 0.08374711434049097}
"[0.36510231547458444, -0.3858713883701898, 0.006202419440423543, -0.2177903329048134, 0.025033543809988713]",1.0,{'r_2111': 0.08374711434092245}
"[0.398300325836734, -0.36569465334374823, 0.005878102641241176, -0.2064023472422817, 0.023724570935994775]",1.0,{'r_2111': 0.0837471143410721}
"[0.418170918708023, -0.33405013165522046, 0.006171352173976004, -0.2166994440400658, 0.024908153422714623]",1.0,{'r_2111': 0.0837471143408756}
"[0.5199298134673387, -0.1719960060903756, 0.007673106476581576, -0.26943170000038974, 0.030969373965314437]",1.0,{'r_2111': 0.08374711434013048}
"[0.4757728216711946, -0.15738859941128283, 0.007021439095790693, -0.33147795623345755, 0.028339183588274225]",1.0,{'r_2111': 0.08374711434087825}
"[0.4757728216711946, -0.15738859941128283, 0.007021439095790693, -0.33147795623345755, 0.028339183588274225]",1.0,{'r_2111': 0.08374711434060987}
"[0.47577282420933636, -0.15738859864925717, 0.007021439061795112, -0.33147795462854646, 0.028339183451064887]",1.0,{'r_2111': 0.08374711434089517}
"[0.4757728239747357, -0.15738859533162566, 0.007021439129786275, -0.3314779578383687, 0.02833918372548356]",1.0,{'r_2111': 0.08374711434089517}
"[0.47577281936765353, -0.15738859864925717, 0.0070214439034778885, -0.33147795462854646, 0.028339183451064887]",1.0,{'r_2111': 0.08374711434089517}
"[0.4757728239747358, -0.15738860017330852, 0.0070214391297862755, -0.3314779529966859, 0.028339183725483566]",1.0,{'r_2111': 0.08374711434089517}
"[0.47577281936765353, -0.15738859864925717, 0.007021439061795112, -0.33147795462854646, 0.028339188292747664]",1.0,{'r_2111': 0.08374711434089517}
"[0.40189738392059077, -0.28822475321571456, 0.00593118790191476, -0.2800078469586032, 0.02393882800317662]",1.0,{'r_2111': 0.08374711434069441}
"[0.3100268943332949, -0.22233890710546175, -0.2331672737903399, -0.2160003191229548, 0.01846660564794863]",1.0,{'r_2111': 0.08374711434087745}
"[0.30544009603411826, -0.21904943854775735, -0.22971760128000787, -0.2275994689661807, 0.018193395171935807]",1.0,{'r_2111': 0.08374711434087745}
"[0.18741702002598015, -0.2562714094499704, -0.2687523594937635, -0.2662743035943065, 0.021284907435979415]",1.0,{'r_2111': 0.08374711434124499}
"[0.23646744712151016, -0.32334227678182736, -0.07737161363376964, -0.33596310941383684, 0.026855553049055996]",1.0,{'r_2111': 0.08374711434092384}
"[0.22641275808711384, -0.3095936357562219, -0.07408174213286381, -0.3641982196731381, 0.02571364435066235]",1.0,{'r_2111': 0.08374711434088428}
"[0.20634650809098948, -0.2821553264278087, -0.1561429625133392, -0.3319204779687913, 0.023434724999071323]",1.0,{'r_2111': 0.08374711434095405}
"[0.21242708816883027, -0.29046982650152486, -0.1607441539555273, -0.3122336363078455, 0.024125295066272055]",1.0,{'r_2111': 0.08374711434091246}
"[0.2342471696169921, -0.32030630040479374, -0.07453748853260321, -0.3443056447970745, 0.02660339664853643]",1.0,{'r_2111': 0.08374711434101634}
"[0.2882967969177878, -0.16347541445689787, -0.09173608897551033, -0.42374989938196367, 0.0327418002678403]",1.0,{'r_2111': 0.0837471143415822}
"[0.26635345406407845, -0.15103269186708398, -0.1608674376909273, -0.3914967164615344, 0.030249699916375862]",1.0,{'r_2111': 0.08374711434203574}
"[0.26570275936748194, -0.1506637228519986, -0.16047444264256808, -0.3905402999658985, 0.032618775172052875]",1.0,{'r_2111': 0.08374711434080327}
"[0.26570275936748194, -0.1506637228519986, -0.16047444264256808, -0.3905402999658985, 0.032618775172052875]",1.0,{'r_2111': 0.08374711434088285}
"[0.2657027631531253, -0.15066372207525713, -0.16047444181524778, -0.39054029795248185, 0.03261877500388794]",1.0,{'r_2111': 0.08374711434088285}
"[0.2657027607373031, -0.15066371847327556, -0.16047444346988834, -0.39054030197931516, 0.032618775340217815]",1.0,{'r_2111': 0.08374711434088285}
"[0.2657027607373031, -0.1506637236287401, -0.16047443831442382, -0.39054030197931516, 0.032618775340217815]",1.0,{'r_2111': 0.08374711434088285}
"[0.2657027607373031, -0.1506637236287401, -0.16047444346988834, -0.3905402968238506, 0.032618775340217815]",1.0,{'r_2111': 0.08374711434088285}
"[0.2657027579976608, -0.15066372207525713, -0.16047444181524778, -0.39054029795248185, 0.03261878015935241]",1.0,{'r_2111': 0.08374711434088285}
"[0.3589149944047584, -0.13153835839608094, -0.14010369815741908, -0.3409648253248766, 0.02847812371686501]",1.0,{'r_2111': 0.08374711434085748}
"[0.2938969436198313, -0.28886163549184596, -0.11472367920038883, -0.27919847765357764, 0.02331926403435625]",1.0,{'r_2111': 0.08374711434088286}
"[0.29503620325091656, -0.2899813762970134, -0.11129200154419892, -0.28028076027528, 0.023409658632591084]",1.0,{'r_2111': 0.08374711434088286}
"[0.29049780733626307, -0.2855207362839886, -0.10958005175777816, -0.2913518451837523, 0.02304955943821788]",1.0,{'r_2111': 0.08374711434088286}
"[0.23019081951576673, -0.3097897177524341, -0.11889424826774962, -0.31611646516753167, 0.025008749296517887]",1.0,{'r_2111': 0.08374711434095514}
"[0.1807580707173139, -0.2432633578818973, -0.30810891539425067, -0.24823145634505284, 0.019638199661485303]",1.0,{'r_2111': 0.08374711434026953}
"[0.1940940625594429, -0.18743274602662, -0.33084061398939046, -0.26654550818041767, 0.021087069244128967]",1.0,{'r_2111': 0.08374711434092158}
"[0.22065175750419827, -0.2130789797443995, -0.37610920173392753, -0.16618766934318127, 0.023972391674293457]",1.0,{'r_2111': 0.08374711434077671}
"[0.22581507813031138, -0.21806509498567264, -0.38491027552073737, -0.1700765131513208, -0.0011330382119578153]",1.0,{'r_2111': 0.08374770317233082}
"[0.22581507813031138, -0.21806509498567264, -0.38491027552073737, -0.1700765131513208, -0.0011330382119578153]",1.0,{'r_2111': 0.08374770317232615}
"[0.22581508113224977, -0.21806509414011502, -0.3849102740282297, -0.17007651249184116, -0.0011330382075644065]",1.0,{'r_2111': 0.08374770317232615}
"[0.22581507900591993, -0.21806509195368332, -0.384910277013245, -0.17007651381080047, -0.001133038216351224]",1.0,{'r_2111': 0.08374770317232615}
"[0.22581507900591993, -0.21806509583123027, -0.38491027313569803, -0.17007651381080047, -0.001133038216351224]",1.0,{'r_2111': 0.08374770317232615}
"[0.22581507900591993, -0.21806509583123027, -0.384910277013245, -0.17007650993325354, -0.001133038216351224]",1.0,{'r_2111': 0.08374770317232615}
"[0.22581507900591993, -0.21806509583123027, -0.384910277013245, -0.17007651381080047, -0.0011330343388042791]",1.0,{'r_2111': 0.08374770317232615}
"[0.15373895140381177, -0.23836681745122468, -0.42074517880168016, -0.18591052899018667, -0.0012385233530967225]",1.0,{'r_2111': 0.08374770317236181}
"[0.17502795004045696, -0.13289967567063765, -0.47900786015922914, -0.2116544862766804, -0.001410027852995865]",1.0,{'r_2111': 0.0837477031746887}
"[0.19955840125504493, -0.15152578087109042, -0.5461415890426682, -0.10116658328656257, -0.0016076455446338595]",1.0,{'r_2111': 0.08374770317221401}
"[0.22285905115537188, -0.05245703405291444, -0.6099096583509993, -0.1129789005027132, -0.0017953559380011596]",1.0,{'r_2111': 0.0837477031722746}
"[0.2815255571581889, -0.0662660801167862, -0.5072203699808491, -0.14272001853301997, -0.002267974211155821]",1.0,{'r_2111': 0.08374770317237244}
"[0.18799233756123757, -0.044250033382138086, -0.338702972383415, -0.4275401875152841, -0.001514469157925205]",1.0,{'r_2111': 0.08374770317237244}
"[0.20207786452885398, -0.0434824482134833, -0.3328276462353958, -0.4201238426708283, -0.0014881983514385883]",1.0,{'r_2111': 0.08374770317178698}
"[0.16756717728135376, -0.20683570886581812, -0.27598762155811934, -0.3483754472024037, -0.0012340450923051059]",1.0,{'r_2111': 0.08374770317233093}
"[0.1654748837094347, -0.20425309673900138, -0.28502785527203023, -0.34402552784097556, -0.0012186364385581197]",1.0,{'r_2111': 0.08374770317233093}
"[0.1688308893385488, -0.20839556553579922, -0.2908085215901098, -0.3307216718613183, -0.0012433516742238902]",1.0,{'r_2111': 0.08374770317233093}
"[0.33222153000717897, -0.19862657092401276, -0.15685847576506398, -0.30266514711656944, 0.009628276187174815]",1.0,{'r_2111': 0.08374711434117481}
"[0.275018128330209, -0.16442615194442423, -0.30203438679136485, -0.2505508967735703, 0.007970436160431624]",1.0,{'r_2111': 0.08374711434055741}
"[0.32113519707260163, -0.1919983421789659, -0.35268174106867844, -0.12487774198095468, 0.009306977698799375]",1.0,{'r_2111': 0.08374711434088508}
"[0.371705490958032, -0.17769591767907011, -0.3264096185238663, -0.11557529459453274, 0.008613678244498803]",1.0,{'r_2111': 0.08374770604167589}
"[0.31165020781879993, -0.1489861490356278, -0.2736726465482955, -0.2584690031635414, 0.007221993433735472]",1.0,{'r_2111': 0.08374770604146195}
"[0.31165020781879993, -0.1489861490356278, -0.2736726465482955, -0.2584690031635414, 0.007221993433735472]",1.0,{'r_2111': 0.08374770604158821}
"[0.311650209973703, -0.14898614856922146, -0.2736726456915537, -0.2584690023543951, 0.007221993411126769]",1.0,{'r_2111': 0.08374770604149132}
"[0.3116502087944318, -0.1489861463714992, -0.2736726474050373, -0.25846900397268757, 0.007221993456344175]",1.0,{'r_2111': 0.08374770604149132}
"[0.3116502087944318, -0.14898614950203415, -0.2736726442745023, -0.25846900397268757, 0.007221993456344175]",1.0,{'r_2111': 0.08374770604149132}
"[0.3116502087944318, -0.14898614950203415, -0.2736726474050373, -0.25846900084215263, 0.007221993456344175]",1.0,{'r_2111': 0.08374770604149132}
"[0.3116502068431681, -0.14898614856922146, -0.2736726456915537, -0.2584690023543951, 0.007221996541661699]",1.0,{'r_2111': 0.08374770604149132}
"[0.40352677276425986, -0.1929082618865986, -0.35435317251479725, -0.03986070745039239, 0.009351085383951895]",1.0,{'r_2111': 0.08374770604157401}
"[0.40017351900754666, -0.1913052199138417, -0.35971841169073543, -0.03952947027847528, 0.009273379109400936]",1.0,{'r_2111': 0.08374770604124217}
"[0.38103465942912534, -0.19740925809250306, -0.37119606462418164, -0.04079075000660158, 0.00956926784758841]",1.0,{'r_2111': 0.08374770604157179}
"[0.4454720580078849, -0.23079346273651638, -0.2648579958710401, -0.047688940896742464, 0.01118754248781614]",1.0,{'r_2111': 0.08374770604149745}
"[0.35288481919163817, -0.26932809342590774, -0.30908024088183017, -0.05565136627757811, 0.013055480223045845]",1.0,{'r_2111': 0.08374711434087669}
"[0.35288481919163817, -0.26932809342590774, -0.30908024088183017, -0.05565136627757811, 0.013055480223045845]",1.0,{'r_2111': 0.08374711434133239}
"[0.3528848228537863, -0.26932809190172874, -0.30908023913268623, -0.05565136596263642, 0.013055480149162395]",1.0,{'r_2111': 0.08374711434088535}
"[0.3528848211886806, -0.26932808929089613, -0.3090802426309741, -0.05565136659251979, 0.013055480296929295]",1.0,{'r_2111': 0.08374711434088535}
"[0.3528848211886806, -0.26932809495008675, -0.30908023697178355, -0.05565136659251979, 0.013055480296929295]",1.0,{'r_2111': 0.08374711434088535}
"[0.3528848211886806, -0.26932809495008675, -0.3090802426309741, -0.055651360933329216, 0.013055480296929295]",1.0,{'r_2111': 0.08374711434088535}
"[0.35288481719459575, -0.26932809190172874, -0.30908023913268623, -0.05565136596263642, 0.013055485808352911]",1.0,{'r_2111': 0.08374711434088535}
"[0.45893259999621777, -0.22519121105441486, -0.2584288659672155, -0.04653134550305741, 0.010915977479094455]",1.0,{'r_2111': 0.0837477060417202}
"[0.5376420516578047, -0.09230726486931541, -0.30275083031224764, -0.05451172582394043, 0.012788127336691924]",1.0,{'r_2111': 0.0837477060438538}
"[0.39469671984826865, -0.12084552759949205, -0.3963510767225617, -0.07136489502618487, 0.01674178080349272]",1.0,{'r_2111': 0.08374711434098621}
"[0.3123104400388471, -0.3043541880888334, -0.31361947783270155, -0.056468677463349576, 0.013247216576268364]",1.0,{'r_2111': 0.08374711434101673}
"[0.2905844465437629, -0.28318167425997415, -0.3613677976067838, -0.05254041262823187, 0.012325668961247304]",1.0,{'r_2111': 0.08374711434101673}
"[0.27095138060089424, -0.26404876969234886, -0.33695232085147603, -0.116554632172056, 0.011492896683224868]",1.0,{'r_2111': 0.08374711434101673}
"[0.3295451758215895, -0.24282711296336146, -0.30987138994815416, -0.10718711117579956, 0.010569210091095356]",1.0,{'r_2111': 0.08374711434075846}
"[0.39924221159629314, -0.082689111659411, -0.3754075256143185, -0.1298566098373467, 0.012804541292630648]",1.0,{'r_2111': 0.08374711434085064}
"[0.4406559702543447, -0.09126652861194078, -0.41434889056179197, -0.03959584253518128, 0.014132768036741251]",1.0,{'r_2111': 0.08374711434077496}
"[0.29568092867076506, -0.39023824735850104, -0.27802883207118856, -0.026568879767012183, 0.009483112132533184]",1.0,{'r_2111': 0.08374711434073939}
"[0.30317555862542106, -0.40012962341462155, -0.25972901555653544, -0.027242321652691675, 0.009723480750730344]",1.0,{'r_2111': 0.0837471143408851}
"[0.24508950863274717, -0.3234679379720713, -0.20996698114133805, -0.21361503385753805, 0.007860538396305449]",1.0,{'r_2111': 0.0837471143408851}
"[0.18694633109534373, -0.348381426339553, -0.22613863009985594, -0.23006765569849616, 0.008465956766751201]",1.0,{'r_2111': 0.08374711434113025}
"[0.20710903804066963, -0.2781024630463595, -0.2505283407778122, -0.2548811232443295, 0.009379034890829212]",1.0,{'r_2111': 0.08374711434088512}
"[0.20217644209447264, -0.27147905783513687, -0.2445616524583704, -0.27262718776034617, 0.009155659851673945]",1.0,{'r_2111': 0.08374711434106873}
"[0.20217644209447264, -0.27147905783513687, -0.2445616524583704, -0.27262718776034617, 0.009155659851673945]",1.0,{'r_2111': 0.08374711434066397}
"[0.20217644526081574, -0.2714790567577109, -0.2445616514877722, -0.27262718667836355, 0.009155659815337641]",1.0,{'r_2111': 0.08374711434085164}
"[0.20217644289685555, -0.27147905494383684, -0.24456165342896857, -0.2726271888423288, 0.00915565988801025]",1.0,{'r_2111': 0.08374711434085164}
"[0.20217644289685555, -0.27147905891256285, -0.24456164946024253, -0.2726271888423288, 0.00915565988801025]",1.0,{'r_2111': 0.08374711434085164}
"[0.20217644289685555, -0.27147905891256285, -0.24456165342896857, -0.27262718487360277, 0.00915565988801025]",1.0,{'r_2111': 0.08374711434085164}
"[0.20217644129208975, -0.2714790567577109, -0.2445616514877722, -0.27262718667836355, 0.009155663784063616]",1.0,{'r_2111': 0.08374711434085164}
"[0.27609900382146557, 0.005107101940175175, -0.3339816841031133, -0.3723089306325127, 0.01250327950273329]",1.0,{'r_2111': 0.0837471143407067}
"[0.3016339880253549, 0.004926953317561782, -0.32220076782729423, -0.3591760537434699, 0.012062237086319254]",1.0,{'r_2111': 0.08374711434064519}
"[0.3239209545628763, 0.00476971937169728, -0.31191836918846794, -0.3477136621699946, 0.011677294706963876]",1.0,{'r_2111': 0.08374711434105735}
"[0.3591826550489272, 0.005288946095125133, -0.23701451368343596, -0.38556541222701746, 0.01294847294549423]",1.0,{'r_2111': 0.08374711434124342}
"[0.3549565009428585, 0.005226716193590371, -0.23422579366558127, -0.3810288377929894, 0.024562151404980418]",1.0,{'r_2111': 0.08374711434063341}
"[0.2795270517514633, -0.21661938168505077, -0.1844520254554413, -0.30005892941148493, 0.019342611696559698]",1.0,{'r_2111': 0.08374711434112715}
"[0.33796641861927146, -0.26190694665470554, -0.013949360385716635, -0.36279079649900636, 0.02338647784129999]",1.0,{'r_2111': 0.08374711434089872}
"[0.2778640540674804, -0.21533064226684107, -0.1893039865960412, -0.29827378088456036, 0.019227536185076968]",1.0,{'r_2111': 0.08374711434131947}
"[0.2778640540674804, -0.21533064226684107, -0.1893039865960412, -0.29827378088456036, 0.019227536185076968]",1.0,{'r_2111': 0.08374711434142801}
"[0.27786405720304674, -0.21533064133185992, -0.18930398577406962, -0.29827377958943413, 0.01922753610158962]",1.0,{'r_2111': 0.08374711434745526}
"[0.27786405527398617, -0.21533063885975012, -0.18930398741801274, -0.29827378217968664, 0.019227536268564317]",1.0,{'r_2111': 0.08374711434745526}
"[0.27786405527398617, -0.21533064320182224, -0.18930398307594062, -0.29827378217968664, 0.019227536268564317]",1.0,{'r_2111': 0.08374711434745526}
"[0.27786405527398617, -0.21533064320182224, -0.18930398741801274, -0.2982737778376145, 0.019227536268564317]",1.0,{'r_2111': 0.08374711434745526}
"[0.27786405286097465, -0.21533064133185992, -0.18930398577406962, -0.29827377958943413, 0.019227540443661706]",1.0,{'r_2111': 0.08374711434745526}
"[0.2570267638202443, -0.19918279217123905, -0.17510790021524347, -0.35089689887251346, 0.017785644920759694]",1.0,{'r_2111': 0.08374711434100102}
"[0.22345957416701712, -0.30376794390102413, -0.15223915297297477, -0.30507045427151264, 0.015462874687471345]",1.0,{'r_2111': 0.08374711434087138}
"[0.23086540095587874, -0.3138353253722615, -0.12414293013327574, -0.31518100313099234, 0.015975340407591687]",1.0,{'r_2111': 0.08374711434088424}
"[0.3159544986035657, -0.0609384739599048, -0.16989777196164935, -0.43134595050322455, 0.021863304971655548]",1.0,{'r_2111': 0.08374711434103929}
"[0.3027731905021367, -0.058396181306859626, -0.20452881305084472, -0.413350625552904, 0.020951189587254927]",1.0,{'r_2111': 0.08374711434112742}
"[0.3417884432466632, -0.0659210938304017, -0.2308843279545343, -0.33775518205107824, 0.023650952917322533]",1.0,{'r_2111': 0.08374711434077886}
"[0.3417884432466632, -0.0659210938304017, -0.2308843279545343, -0.33775518205107824, 0.023650952917322533]",1.0,{'r_2111': 0.08374711434088251}
"[0.34178844676216674, -0.0659210934783176, -0.23088432672138268, -0.3377551802471301, 0.023650952791002954]",1.0,{'r_2111': 0.08374711434088206}
"[0.34178844507215295, -0.06592108884149246, -0.23088432918768598, -0.33775518385502645, 0.023650953043642117]",1.0,{'r_2111': 0.08374711434088206}
"[0.34178844507215295, -0.06592109418248583, -0.2308843238466926, -0.33775518385502645, 0.023650953043642117]",1.0,{'r_2111': 0.08374711434088206}
"[0.34178844507215295, -0.06592109418248583, -0.23088432918768598, -0.337755178514033, 0.023650953043642117]",1.0,{'r_2111': 0.08374711434088206}
"[0.3417884414211734, -0.0659210934783176, -0.23088432672138268, -0.3377551802471301, 0.023650958131996275]",1.0,{'r_2111': 0.08374711434088206}
"[0.3128382882016029, -0.1450394189003181, -0.2113279701436458, -0.3091466521816391, 0.021647670572794073]",1.0,{'r_2111': 0.08374711434075964}
"[0.2961083843096283, -0.1372830296402335, -0.2535044164400225, -0.2926141688681148, 0.020490000742000917]",1.0,{'r_2111': 0.08374711434088265}
"[0.41446633217092127, -0.19215664526676254, -0.3548330653182705, 0.00986386608919204, 0.02868009115485364]",1.0,{'r_2111': 0.08374711434088265}
"[0.450890414106528, -0.1802032260592594, -0.3327600926529516, 0.009250268124848407, 0.026895999056412604]",1.0,{'r_2111': 0.0837471143406769}
"[0.46998808217687804, -0.14548036173559004, -0.3468542973592942, 0.00964206742836688, 0.02803519129987081]",1.0,{'r_2111': 0.08374711434088374}
"[0.6307295808404204, -0.19523637100114472, -0.12347072005273645, 0.012939768854053946, 0.03762355925164446]",1.0,{'r_2111': 0.08374711434088374}
"[0.5169565871456655, -0.16001901782531508, -0.10119868163759035, -0.19098881057630046, 0.030836902815128613]",1.0,{'r_2111': 0.08374711434088374}
"[0.36713099467874016, -0.11364192398842433, -0.36169142586827135, -0.13563597745516143, 0.021899678009402717]",1.0,{'r_2111': 0.08374711434068145}
"[0.28811119627193044, -0.08918209342580662, -0.2838424183700291, -0.3216782125199513, 0.017186079412282534]",1.0,{'r_2111': 0.08374711434088039}
"[0.22497662620775669, -0.2887720353732132, -0.22164327692169303, -0.25118801321755907, 0.01342004827977803]",1.0,{'r_2111': 0.08374711434109586}
"[0.241493877719185, -0.309972994860097, -0.23791580181657718, -0.19621200913686712, 0.01440531646727369]",1.0,{'r_2111': 0.08374711434088303}
"[0.23538161225644766, -0.30212750722803466, -0.2318940982760265, -0.21655606763771532, 0.014040714601775865]",1.0,{'r_2111': 0.08374711434075587}
"[0.23538161225644766, -0.30212750722803466, -0.2318940982760265, -0.21655606763771532, 0.014040714601775865]",1.0,{'r_2111': 0.08374711434136893}
"[0.2353816146808648, -0.3021275062700626, -0.23189409754074727, -0.21655606695106921, 0.014040714557256206]",1.0,{'r_2111': 0.08374711434115666}
"[0.23538161300278496, -0.3021275050152524, -0.23189409901130573, -0.21655606832436142, 0.014040714646295522]",1.0,{'r_2111': 0.08374711434115666}
"[0.23538161300278496, -0.3021275081860068, -0.2318940958405513, -0.21655606832436142, 0.014040714646295522]",1.0,{'r_2111': 0.08374711434115666}
"[0.23538161300278496, -0.3021275081860068, -0.23189409901130573, -0.21655606515360698, 0.014040714646295522]",1.0,{'r_2111': 0.08374711434115666}
"[0.2353816115101104, -0.3021275062700626, -0.23189409754074727, -0.21655606695106921, 0.014040717728010608]",1.0,{'r_2111': 0.08374711434115666}
"[0.1736864696184924, -0.3265054190753955, -0.2506050522621839, -0.23402943434741644, 0.015173624696511795]",1.0,{'r_2111': 0.08374711434088444}
"[0.19612192034157638, -0.23950869149040874, -0.2829762399162019, -0.2642595141779621, 0.017133634073850854]",1.0,{'r_2111': 0.08374711434088263}
"[0.17745334560020493, -0.2167101899230707, -0.25604012244546154, -0.3342936349223423, 0.015502707108920532]",1.0,{'r_2111': 0.08374711434056703}
"[0.23542397577537455, -0.2875052838827227, -0.013002591758134611, -0.4435010021570906, 0.020567146426677566]",1.0,{'r_2111': 0.08374711434092202}
"[0.26112838194125376, -0.31889610789467077, -0.014422259821505943, -0.3827405115386362, 0.02281273880393335]",1.0,{'r_2111': 0.08374711434088401}
"[0.27289970720374007, -0.33327152654147874, -0.015072396394623558, -0.35491526268587353, 0.023841107174284053]",1.0,{'r_2111': 0.08374711434077198}
"[0.23465315659703803, -0.35080210166560843, -0.015865226733412563, -0.3735843303370536, 0.025095184666887357]",1.0,{'r_2111': 0.08374711434091031}
"[0.2884080071042113, -0.2020824488783901, -0.019499667043889793, -0.4591658333533409, 0.030844043620167953]",1.0,{'r_2111': 0.08374711434085805}
"[0.39890467288928677, -0.2795055309867753, -0.026970500513122834, -0.2519580905547425, 0.04266120505607257]",1.0,{'r_2111': 0.08374711434096088}
"[0.5072965196723127, -0.22910400676373516, -0.022107074984044506, -0.20652402791042707, 0.03496837066948056]",1.0,{'r_2111': 0.08374711434087759}
"[0.5440651214942291, -0.1732298449624197, -0.02370938488765007, -0.22149278770756095, 0.037502860948140135]",1.0,{'r_2111': 0.08374711434088485}
"[0.5440651214942291, -0.1732298449624197, -0.02370938488765007, -0.22149278770756095, 0.037502860948140135]",1.0,{'r_2111': 0.08374711434087563}
"[0.544065125355592, -0.17322984349531703, -0.023709384686852675, -0.2214927858317141, 0.03750286063052427]",1.0,{'r_2111': 0.08374711434084482}
"[0.5440651261019768, -0.17322983796041194, -0.023709385088447468, -0.22149278958340782, 0.037502861265756]",1.0,{'r_2111': 0.08374711434084482}
"[0.5440651261019768, -0.17322984642952238, -0.023709376619337013, -0.22149278958340782, 0.037502861265756]",1.0,{'r_2111': 0.08374711434084482}
"[0.5440651261019768, -0.17322984642952238, -0.023709385088447468, -0.22149278111429738, 0.037502861265756]",1.0,{'r_2111': 0.08374711434084482}
"[0.5440651168864816, -0.17322984349531703, -0.023709384686852675, -0.2214927858317141, 0.03750286909963458]",1.0,{'r_2111': 0.08374711434084482}
"[0.517377009167719, -0.21378553194571623, -0.022546364686435463, -0.21062786701274308, 0.03566322718738624]",1.0,{'r_2111': 0.08374711434104132}
"[0.3775354389500038, -0.15600154860789653, -0.2867418135664459, -0.15369736733311437, 0.02602383154253938]",1.0,{'r_2111': 0.083747114340882}
"[0.43420746950909334, -0.17941901785147338, -0.3297847683317027, -0.026658462603730438, 0.02993028170400011]",1.0,{'r_2111': 0.083747114340882}
"[0.39274039087670465, -0.19256868335684466, -0.3539547779787187, -0.028612268116235785, 0.03212387967149619]",1.0,{'r_2111': 0.08374711434077463}
"[0.4231759121256761, -0.12999657830821315, -0.3813845978205191, -0.030829583458538704, 0.03461332828705293]",1.0,{'r_2111': 0.08374711434089527}
"[0.3059715958034931, -0.0939922603679416, -0.5527185353185631, -0.02229091160076386, 0.02502669690923834]",1.0,{'r_2111': 0.08374711434089527}
"[0.2759376001367365, -0.08476603421062068, -0.49846400214498326, -0.11826227275675243, 0.02257009075090711]",1.0,{'r_2111': 0.08374711434089527}
"[0.3108491200710529, -0.0806789402064908, -0.47442997420663147, -0.11256011822752314, 0.021481847288301638]",1.0,{'r_2111': 0.08374711434080567}
"[0.32576679563116484, -0.03656064480181645, -0.49719790879042264, -0.11796188782025101, 0.02251276295634504]",1.0,{'r_2111': 0.08374711434088596}
"[0.47162499090168447, -0.052930237222638656, -0.2720742725401964, -0.170777915417016, 0.032592583918464486]",1.0,{'r_2111': 0.08374711434088596}
"[0.361367830322846, -0.040556131147863134, -0.20846836247278744, -0.36463463272240665, 0.024973043334096834]",1.0,{'r_2111': 0.08374711434088596}
"[0.424812648777761, -0.04767651144184534, -0.245068846248178, -0.2530844697113445, 0.029357523820871177]",1.0,{'r_2111': 0.08374711434092053}
"[0.4399091162544689, -0.049370780448325054, -0.2182410348763699, -0.2620782731605821, 0.03040079526025413]",1.0,{'r_2111': 0.0837471143414373}
"[0.33998697816925993, -0.03815656878720912, -0.1686691801068019, -0.42969179595621276, 0.023495476980516343]",1.0,{'r_2111': 0.08374711434088142}
